sido,sigungu,safety_center_serve,pollution_emission,aged_single_ratio,police_station_acb,high_trans_acb,high_ic_acb,sports_fac_popratio,perf_fac_popratio,aged_service_popratio,old_house_ratio,green_space_rate,road_pavement_rate,library_service_popratio,hospital_service_popratio,vacant_house_ratio,wg_ph_spentratio,water_supply_rate,cworks_pctg,living_park_popratio,firestation_acb,toddlers_care_popratio,population_growth_rate,childecare_per_infant_number,emergency_fac_popratio,socialwelfare_fac_per_hndrdth_number,park_per_thousand_area,beds_peer_thousand_number,cultural_infra_per_hndrdth_number,fin_indep_3year_mean,parking_popratio,kb_industry_3year_mean,elem_school_popratio,no_bsns_3year_growth_rate,no_emp_3year_growth_rate,sewer_coverage_rate,schoools_per_thousand_number
경기도,양주시,0,0,7.03,3.31,30.4,9.51,28.86,99.95,75.52,7.1,78.57,99.1,51.26,9.7,7.4,40.2,98.1,0,41.02,3.78,84.04,0,20.8,65.15,0,12772.13,12.7,6.5,30.73,36.75,0,51.25,0,0,0,1.86
경기도,포천시,0,0,8.75,4.65,50.66,14.74,32.49,81.52,48.16,17.8,69.31,87.5,23.71,2.15,8.26,25.8,90.9,0,27.68,6.67,71.06,0,21.7,63.56,0,2649.08,11.6,10.2,36.37,36.58,0,15.55,0,0,85.4,4.07
경기도,여주시,0,0,9.52,4.89,26.68,7.75,5.82,86.53,51.49,21.4,83.52,94.2,24.87,2.47,9.19,25.8,90.7,0,24.03,9.21,53.93,0,0,63.15,36.9,9888.58,18.5,16.1,29.73,35.39,0,18.87,0,0,0,4.17
경기도,연천군,0,0,14.04,5.28,60.28,26.79,14.13,78.58,39.76,0,80.24,77.1,41.66,0,6.86,19.4,0,0,34.05,7.45,70.39,0,18.9,67.66,43.4,13637.65,7.7,13.8,22.92,26.13,0,15.71,0,0,92.6,5.9
경기도,가평군,0,0,12.79,6.91,46.25,18.89,26.93,73.8,54.49,17.6,92.13,98.7,16.34,1.36,15.61,0,82.2,0,17.08,9.88,53.57,0,20.5,0,43.3,7006,13.5,0,27.57,38.82,0,20.59,0,0,82.5,4.8
경기도,양평군,0,0,11.79,5.7,18.66,8.95,13.26,83.45,38.2,16.3,92.72,93.8,13.07,1.15,11.39,33.2,80.8,0,8.48,10.46,40.83,0,13.4,47.62,49.6,4694.94,11.4,14.3,22.35,11.19,0,14.16,0,0,79.2,3.68
강원도,춘천시,0,0,8.4,8.32,64.66,11.54,12.57,97.97,92.02,17.2,91.84,0,31.63,2.75,8.42,43.1,98.1,0,69.69,10.69,88.55,0,0,94.53,0,12946.9,14.7,10.6,29.28,59.68,0,45.25,0,0,95.4,2.45
강원도,원주시,0,0,7.28,8.06,13.11,11.85,6.24,96.95,76.69,15.1,60.52,94.4,47.07,12.66,12.24,42.7,95.6,0,40.44,7.44,85.98,0,17.6,83.59,22.6,15325.13,13.6,5.9,29.99,58.54,0,42.77,0,0,91.1,2.2
강원도,강릉시,0,0,10.05,8.63,15.65,16.96,4.95,97.2,91.37,30.1,63.26,93.7,34.83,0,11.76,35.8,95.1,0,43.04,8.69,76.52,0,17.3,91.42,0,9834.32,12.5,14.1,25.48,63.76,0,36.55,0,0,92.3,2.83
강원도,동해시,0,0,11.14,4.85,6.33,6.44,4.34,98.5,95.05,0,66.01,0,44.95,7.86,16.84,37.9,99.6,0,46.56,4.95,85.48,0,19.5,96.68,12.2,19633.58,15.9,7.7,22.96,95.51,0,36.73,0,0,98.4,2.74
강원도,태백시,0,0,13.94,5.78,53.1,50.04,74.45,97.79,92.61,49.5,83.24,96.2,52.61,9.3,15.24,27.7,97.9,0,29.47,6.43,54.43,0,18.5,68.7,9.1,63145.74,11.9,18.7,28.93,61.17,0,27.1,0,0,81.1,5.59
강원도,속초시,0,0,10.79,3.66,64.29,6.82,47.14,99.99,99.95,21.4,64.93,0,54.25,0,15.46,34.9,99.7,0,67.8,3.32,90.03,0,18.1,99.94,19.6,6648.26,10.5,9.7,28.87,71.23,0,60.24,0,0,99.5,2.27
강원도,삼척시,0,0,13.05,8.85,34.85,29.85,22.87,72.04,68.99,35.1,70.39,85.3,42.03,3.56,17.18,25.7,91.1,0,37.91,12.07,77.01,0,23.3,64.18,11.9,8367.52,6.2,13.8,21.98,22.28,0,34.58,0,0,89.4,7.32
강원도,홍천군,0,0,13.54,8.99,44.35,15.25,24.78,61.23,44.69,0,81.12,95.4,32.03,4.35,13.06,22.9,77.1,0,34.72,14.34,68.36,0,20.7,57.1,47.7,8227,10.2,11.6,18.6,38.61,0,25.38,0,0,78.8,7.68
강원도,횡성군,0,0,14.21,8.11,14.3,16.28,34.32,56.92,0,0,58.5,0,27.72,3.7,13.15,19.8,84.1,0,27.85,10.96,60.49,0,19.5,46.88,55.8,2825.12,4.3,12.9,22.69,86.45,0,47.63,0,0,69.8,9.01
강원도,영월군,0,0,16.84,8.76,35.8,22.65,33.69,85.37,0,0,80.49,98.2,28.24,7.74,11.34,21.9,78.8,0,41.04,11.29,43.83,0,16.3,56.96,0,18405.9,8.6,72.4,27.88,52.76,0,28.1,0,0,78.6,10.64
강원도,평창군,0,0,15.09,9.35,17.7,21.76,20.38,36.18,0,0,68.31,89.3,16.21,0,25.25,18.8,81.9,0,12.84,9.76,32.73,0,16.7,19.61,23.7,22098.68,4.7,28.8,17.51,45.23,0,27.34,0,0,79.5,10.43
강원도,정선군,0,0,15.05,8.81,50.68,48.81,27.65,68.74,0,41.4,84.12,98.2,29.95,4.42,14.33,25.3,83.2,0,23.59,12.16,39.25,0,17.1,25.43,26.8,6793.03,5.4,29.8,31.31,42.58,0,22.21,0,0,88.8,10.77
강원도,철원군,0,0,11.98,7.44,83.78,41.26,20.22,44.35,0,32.3,72.22,70.8,18.42,4.84,7.71,0,92.7,0,32.54,7.11,72.6,0,13.1,24.78,15.4,12786.73,7.9,15.7,14.77,49.79,0,40.35,0,0,82.9,6.3
강원도,화천군,0,0,12.3,6.72,93.45,28.16,25.62,52.91,0.01,34.6,80.49,81.6,5.91,0,9.87,18.1,68.6,0,17.79,16.71,40.69,0,18.6,47.72,40.1,15897.05,1.9,28.2,20.35,22.03,0,15.38,0,0,70.7,10.12
강원도,양구군,0,0,11.1,5.68,106.38,20.94,22.79,90.7,0,29.3,54.68,86.5,30.22,25.58,7.77,17.5,81.1,0,27.26,13.82,73.48,0,14.4,75.67,30.8,20243.29,7.5,58.4,19.33,40.81,0,51.82,0,0,86.4,8.59
강원도,인제군,0,0,11.36,10.7,84,26.69,23.45,58.05,0,27.9,71.78,97.2,27.67,7.57,14.02,16.3,85.7,0,40.12,13.3,68.18,0,15.7,0,9.5,13080.9,4.4,37.9,19.2,37.23,0,32.36,0,0,76.1,8.12
강원도,고성군,0,0,15.57,6.45,87.23,25.7,17.97,90.07,56.96,40.5,66.86,74.6,21.1,0,15.58,18.6,90.8,0,30.82,7.07,32.65,0,12.8,24.43,0,15235.23,0,48.6,18.94,37.39,0,23.97,0,0,88.4,11.17
강원도,양양군,0,0,15.28,7.88,48.79,12.82,29.13,78.7,69.25,23.8,70.02,77.9,16.38,0,23.71,20.2,92.8,0,14.88,9.81,31.78,0,14.2,7.18,25.2,7393.01,0,17.9,22.16,22.16,0,14.5,0,0,82.6,9
충청북도,충주시,0,0,9.64,7.42,41.95,12.89,73.32,91.34,70.63,0,75.15,91.3,51.32,7.6,15.55,33.6,94.4,0,63.27,9.49,82.59,0,15.8,77.56,28.9,23811.17,12.5,8.6,29.67,52.7,0,56.15,0,0,93.5,3.11
충청북도,제천시,0,0,11.27,8.81,17.68,13.82,48.59,92.9,80.69,25.4,79.23,98.7,51.94,4.17,11.62,31.6,94.6,0,64.06,14.17,80.06,0,14.5,89.31,30.5,5335.77,17.8,11.3,24.56,18.29,0,42.36,0,0,93.4,3.34
충청북도,청주시,0,0,6.42,4.73,22.62,10.52,43.1,98.39,88.79,17.6,79.77,97.8,55.2,5.91,9.35,45.5,97.2,0,74.7,6.73,88.51,0,17.6,95.48,16.8,14141.49,12.6,0,39.65,59.05,0,55.01,0,0,0,1.76
충청북도,보은군,0,0,19.25,5.9,46.95,13.68,56.8,66.57,60.48,46.6,61.25,91.9,14.74,9.67,15.58,20.1,53.5,0,6.46,9.55,44.77,0,10.3,0,15.2,9896.52,22.9,15.4,16.75,34.48,0,21.67,0,0,77.8,10.84
충청북도,옥천군,0,0,15.26,5.76,32.26,19.15,79.26,80.36,59.16,38.9,87.11,85.2,24.04,0,11.72,31.4,89.2,0,21.48,10.47,72.78,0,16.4,70.38,37.2,8576.17,15.7,11.9,20.25,37.03,0,35.14,0,0,90.5,4.73
충청북도,영동군,0,0,16.44,6.84,43.98,17.03,77.36,72.47,53.83,38.5,79.19,87.7,25.39,1.49,13.08,22.8,80.4,0,9.18,10.46,50.68,0,14.7,51.72,57.5,8315.62,15.1,0,20.24,39.21,0,21.09,0,0,70.3,7.5
충청북도,진천군,0,0,7.74,6.31,38.6,8.9,57.76,96.72,56.91,14.4,51.58,88.2,39.74,11.64,17.13,30.7,92.3,0,32.05,7.91,0,0,14.3,45.53,25.9,11764.03,10.9,10.8,32.53,24.09,0,48.95,0,0,79.4,2.62
충청북도,괴산군,0,0,15.6,7.08,58.95,20.14,14.05,65.52,42.3,35.6,68.11,0,19.8,8.68,8.44,18.9,71.6,0,12.53,10.06,23.16,0,18.4,39.99,35.7,6758.71,10.4,17.8,22.28,17.75,0,24.81,0,0,49.6,11.33
충청북도,음성군,0,0,9.74,5.49,53.58,9.3,15.59,87.03,33.94,18.8,38.43,0,48.44,0,17.32,31.7,89.9,0,33.91,5.98,72.82,0,22.6,30.7,31.6,16560.81,20.2,0,32.22,25.99,0,30.77,0,0,63.5,4.1
충청북도,단양군,0,0,17.31,8.28,17.87,18.75,41.03,66.9,53.01,40.7,85.37,95.5,29.49,0,15.16,0,77.2,0,42.85,14.65,46.22,0,22.4,0.23,0,26618.66,6.7,27.4,21.34,43.86,0,22.83,0,0,77.6,9
충청북도,증평군,0,0,9.38,4.79,35.97,12.59,28.29,99.89,98.91,23.1,64.85,0,48.5,12.73,12.98,30.6,99.9,0,70.03,5.19,90.29,0,15.4,0,29.4,4909.2,6.6,16.3,20.52,71.1,0,17.55,0,0,97.1,2.44
충청남도,천안시,0,0,4.9,0,17.01,12.13,18.56,99.63,81.19,10.9,63,0,54.03,6.24,10.12,44.1,0,0,69.42,5.46,87.86,0,18.9,89.79,15.6,8174.25,14.3,4.3,41.54,32.39,0,53.93,0,0,96.7,1.61
충청남도,공주시,0,0,12.02,6.64,24.51,10.34,18.7,86.62,57.69,31.3,83.57,99.2,34.96,1.97,13.03,25.1,0,0,35.98,8.25,68.67,0,21.1,66.12,29.1,7120.48,37.1,17.2,26.59,65.79,0,40.52,0,0,76.5,5.91
충청남도,보령시,0,0,13.22,6.69,66.27,20.25,14.17,85.53,60.99,29.8,63.12,97.2,31.25,10.13,12.66,26.7,89.3,0,49.85,7.81,80.66,0,18.1,63.89,15.8,5395.3,9.9,0,24.23,30.33,0,49.11,0,0,76.6,5.16
충청남도,아산시,0,0,6.23,4.98,17.33,16.85,22.2,90.85,83.24,10.6,54.09,0,64.99,10.08,12.53,33.2,97.6,0,48.69,6.31,85.45,0,21.7,83.88,16.2,14993.51,10.7,0,42.86,40.6,0,37.18,0,0,0,1.68
충청남도,서산시,0,0,8.47,5.91,75.3,25.38,22.29,0,2.59,17.7,53.47,99.9,49.36,0,12.94,28.3,98.2,0,53.8,6.79,82.56,0,17.7,78.5,0,10172.95,5.9,5.1,36.8,60.79,0,50.42,0,0,0,2.55
충청남도,논산시,0,0,13.44,5.64,11.31,10.44,11.5,86.05,2.11,36.3,79.47,90.8,37.13,3.52,11.9,28.8,0,0,43.11,6.99,76.11,0,21.1,75.49,0,4480.81,24.1,0,19.84,61.2,0,24.4,0,0,74.5,5.61
충청남도,계룡시,0,0,6.14,4.03,4.53,12.09,27.2,0,0,5.8,90.2,0,57.92,0,17.26,29.9,96.9,0,69.23,3.07,58.14,0,20.8,7.71,25.6,11457.38,6.5,9.3,27.29,97.26,0,33.89,0,0,97.3,1.45
충청남도,당진시,0,0,8.45,5.71,51.12,13.59,11.26,89.29,59.87,16.4,39.77,0,35.26,10.63,11.66,27.5,86.9,0,47.63,6.81,81.84,0,0,68.84,16.2,12903.3,8.1,7.8,31.16,24.25,0,30.39,0,0,67.3,2.59
충청남도,금산군,0,0,15.27,6.95,30.02,16.39,34.96,85.77,0.41,0,81.67,93.5,41.04,4.56,13.35,23.6,80.4,0,15.32,8.92,60.73,0,22.9,0.65,53.6,5867.87,11.8,27.2,26.16,42.96,0,22.99,0,0,80.1,6.27
충청남도,부여군,0,0,18.25,5.25,28.24,11.66,17.1,61.29,3.96,44.7,90.02,93.2,28.62,0.28,12.2,24.3,0,0,10.58,6.95,44.55,0,18.2,53.15,28.5,1926.88,17.5,15.3,29.48,24.6,0,31.77,0,0,0,8.26
충청남도,서천군,0,0,19.96,5.01,38.83,16.28,7.46,85.23,57.77,43.1,58.68,97.1,28.05,13.19,17.46,28.2,86.9,0,19.23,5.34,58.9,0,20.9,68.64,24.6,7374.5,21.9,11.6,15.26,35.65,0,26.65,0,0,57.4,9.33
충청남도,청양군,0,0,18.16,5.43,42.79,18.69,22.3,72.3,48.4,41.2,69.87,95.8,21.07,0,11.47,21.3,45.7,0,23.47,8.41,37.99,0,23.8,52.77,22.1,751.97,7.1,16.2,18.93,24.24,0,18.18,0,0,54.6,9.4
충청남도,홍성군,0,0,11.6,4.8,62.96,13.73,4.7,92.79,60.08,26.5,65.44,99.3,42.52,0,13.9,32.5,0,0,52.27,6.24,81.98,0,15.7,77.08,18.9,11141,16.3,0,20.02,34.39,0,27.85,0,0,72.9,3.51
충청남도,예산군,0,0,14.88,5.58,43.87,9.09,11.4,93.09,55.09,32.1,69.67,98.3,22.35,2.8,15.1,23.3,79.2,0,36.99,8.01,46.94,0,16.2,60.03,31.6,8742.78,5.5,15.4,17.46,35.86,0,31.61,0,0,61.5,6.99
충청남도,태안군,0,0,14.28,6.43,104.01,46.12,12.55,80.47,66.41,28.5,69.76,86.3,26.21,0,14.84,23.7,96.5,0,36.17,0,68.95,0,17.8,52.41,25.5,7381.36,0,16.1,21.48,41.72,0,17.76,0,0,59.5,6.54
전라북도,전주시,0,0,7.36,2.81,8.5,7.75,7.63,99.99,99.76,17.9,75.19,0,76.78,7.56,9.39,42.6,0,0,74.82,3.41,90.4,0,18.5,99.13,10.8,21747.47,0,6.1,32.07,72.9,0,67.48,0,0,98.7,1.78
전라북도,군산시,0,0,9.58,2.9,22.08,12.02,8.75,95.37,89.43,23.6,40.02,94.3,61.52,14.72,16.31,39.4,99.1,0,71.38,5.8,85.91,0,0,93.77,15.9,26801.99,17.1,5.2,22.89,70.68,0,61.25,0,0,91.4,2.79
전라북도,익산시,0,0,10.02,3.33,14.13,14.02,12.54,97.17,82.24,26.8,59.82,90.6,55.95,12.48,11.96,0,99.4,0,55.91,5.86,84.75,0,20.6,86.75,0,16532.91,19.6,7.4,21.25,55.2,0,61.32,0,0,91.7,3.48
전라북도,정읍시,0,0,15.99,0,14.29,12.37,21.15,83.55,79.32,36.7,66.8,95.4,42.55,11.69,14.69,29.6,98.8,0,45.01,6.71,75.12,0,20.5,72.96,25.3,7565.62,19.9,13.8,18.77,49.43,0,38.06,0,0,83.2,6.51
전라북도,남원시,0,0,16.22,4.69,15.73,15.6,23.96,76.76,59.07,0,69.82,87.8,45.89,2.42,12.94,25.7,93.5,0,39.15,8.72,68.55,0,0,72.32,19.6,30817.39,19.8,11.2,14.19,41.26,0,32.09,0,0,81.8,6.49
전라북도,김제시,0,0,18.11,3.86,20.63,9.65,15.59,80.49,61.2,42.2,72.34,82.9,33.51,19.14,15.75,26.5,0,0,33.56,6.69,65.84,0,19.2,64.32,33.4,16901.75,40.3,13.3,18.58,35.63,0,25.79,0,0,66.3,8.77
전라북도,완주군,0,0,10.06,5.44,19.25,12.24,17.81,92.9,24.71,20.6,88.67,81.5,19.9,6.34,15.4,29.6,85.9,0,25.01,9.9,70.84,0,0,31.51,29.3,12612.69,0,21.8,23.72,28.8,0,38.78,0,0,83.5,5.06
전라북도,진안군,0,0,19.39,5.88,39.22,0,18.95,49.31,41.27,33.4,83.2,80.1,24.54,3.15,11.32,20.3,0,0,6.9,12.35,30.15,0,8.9,44.06,38.9,15961.01,11.1,23.6,16.96,24.08,0,32.98,0,0,82.3,16.18
전라북도,무주군,0,0,19.2,5.37,56.22,23.14,17.82,54.45,32.31,36.9,80.58,97.1,21.68,0,15.59,0,84.3,0,23.37,13.94,34.41,0,11.9,42.13,28.8,4412.8,2.4,29.1,20.88,40.91,0,29.21,0,0,79.8,10.56
전라북도,장수군,0,0,19.29,5.14,43.82,16.78,17.65,60.58,35.02,31.5,72.57,78.6,29.8,0,10.69,18.8,0,0,3.56,9.68,32.59,0,0,41.68,22.3,14426.31,1.7,27.2,21,29.94,0,22.65,0,0,84.2,10.93
전라북도,임실군,0,0,19.83,6.25,30.24,22.29,18.69,54.48,43.19,44.9,81.78,75.7,18.12,10.47,14.78,19.9,92.2,0,7.37,14.25,44.14,0,11.5,39.08,24.2,12046.09,16.5,0,15.8,24.04,0,13.02,0,0,67.8,15.63
전라북도,순창군,0,0,20.2,4.72,26.38,22.74,25.98,75.34,1.66,45.3,89.34,84.9,18.9,7.37,18.08,19.7,83.2,0,10.94,12.25,38.79,0,13.9,62.29,28.2,5700.9,23.8,28.8,16.26,36.02,0,53.5,0,0,60.5,11.15
전라북도,고창군,0,0,20.37,5.06,33.21,12.1,14.09,59.72,40.5,48.4,80.71,83.3,19.22,1.88,15,0,99.6,0,22.9,6.89,49.35,0,17.2,53.64,21.6,8597.59,19.6,14.7,17.87,32.84,0,16.44,0,0,74.7,9.31
전라북도,부안군,0,0,19.34,4.55,27.97,9.08,20.01,94.01,61.21,43.4,79.46,78.2,30.58,6.56,17.2,18.5,99.9,0,0.93,9.29,63.09,0,16.3,68.1,20.6,25881.74,19.3,17.3,16.49,26.05,0,23.72,0,0,83.1,10.81
전라남도,목포시,0,0,9.52,1.94,4.96,4.43,19.58,99.99,0,22.3,26.38,0,62.42,29.61,14.15,43.5,99.7,0,73.77,2.48,93.7,0,23.1,0,16.1,28740.15,33.6,0,23.51,56.19,0,68.98,0,0,0,2.31
전라남도,여수시,0,0,9.79,5.51,11.77,13.45,6.96,94.54,86.81,32.6,62.31,86.9,43.26,12.03,12.69,35.2,95.5,0,55.22,8.97,87.28,0,0,0,13.8,18906.41,17.1,0,42.38,74.04,0,48.43,0,0,87.9,3.02
전라남도,순천시,0,0,8.58,5.16,16.8,10.26,8.24,96.02,85.59,22.2,84.83,0,69.17,22.05,12.87,32.7,97.6,0,62.76,9.54,85.05,0,16.9,92.02,12.9,24149.41,21.6,7.1,25.15,62.82,0,56.14,0,0,97.8,2.31
전라남도,나주시,0,0,13.03,4.74,13.79,14.01,9.86,91.84,64.35,30.3,79.21,87.6,33.82,0.82,21.18,0,0,0,48.09,7.9,78.83,0,15.9,67.74,22.7,10493.16,34.8,10.4,23.32,24.58,0,36.98,0,0,79.3,4.24
전라남도,광양시,0,0,7,5.07,23.81,11.57,27.27,38.22,87.49,26.6,47.12,94.9,61.3,10.5,13.67,30.6,88.7,0,80.63,7.71,88.61,0,17.5,92.27,12.1,43977.58,9.9,7.2,31.98,93.1,0,51.1,0,0,97.6,2.77
전라남도,담양군,0,0,16.33,5.48,30.88,10.81,15.27,94.45,76.13,40.8,91.79,95.4,11.29,3.42,13.98,20.8,83.1,0,12.11,7.65,27.44,0,11.9,78.51,40.8,20819.38,37.1,21.6,19.61,22.72,0,18.45,0,0,78.1,7.46
전라남도,곡성군,0,0,21.8,5.05,16.05,11.53,33.52,62.07,0,0,82.11,87.7,27.05,2.46,15.83,16.9,86.3,0,9.61,10.78,51.99,0,24.8,41.21,38.1,14925.82,9.5,17.8,20.71,29.15,0,32.78,0,0,82.3,7.89
전라남도,구례군,0,0,20.47,4.74,14.22,10.24,33.73,78.57,0,44.2,74.41,93.3,25.73,13.28,15.5,20.7,78.6,0,34.54,9.52,38.85,0,14.7,76.74,26.4,21273.61,24.7,23.3,11.41,39.37,0,25.84,0,0,93.4,8.87
전라남도,고흥군,0,0,25.31,5.47,58.24,40.29,12.46,45.32,31.05,52.3,70.81,90.8,21.02,6.19,18.65,21.6,0,0,16.65,12.28,55.06,0,15.3,52.78,21.6,5613.17,11.9,17.2,18.41,22.47,0,29.53,0,0,59.3,9.42
전라남도,보성군,0,0,23.84,5.86,47.48,12.06,13.66,76.31,26.53,51.2,84.53,96.3,19.49,0.45,14.43,19.4,61.4,0,4.44,11.05,39.49,0,15.5,62.29,16.9,7369.18,33.1,27.2,21.24,24.54,0,20.08,0,0,63.3,12.7
전라남도,화순군,0,0,17.34,6.77,36.8,13.17,27.35,80.38,56.5,28.5,91.58,81.3,47.22,34.8,18.36,22.4,90.8,0,36.04,10.41,76.25,0,21.9,68.31,23.9,15203.42,68.2,14.4,26.14,43.83,0,40.55,0,0,84.1,5.07
전라남도,장흥군,0,0,21.99,5.63,56.84,32.37,21.7,76.97,41.88,50.1,84.82,89.4,19.06,9.56,13.94,21.4,93.5,0,14.65,0,60.58,0,17.1,52.62,0,27246.11,14.8,21.2,15.44,20.97,0,29.68,0,0,72.6,9.68
전라남도,강진군,0,0,21.98,6.55,53.58,29.71,7.56,92.47,3.61,53.8,71.98,96.6,18.11,4.7,18.78,20.3,70.7,0,7.8,10.4,46.4,0,19.3,62.92,22.7,4691.39,13.3,31.8,19.43,27.46,0,22.12,0,0,67.6,10.22
전라남도,해남군,0,0,20.11,5.61,49.23,41.31,14.04,58.83,32.67,50.3,55.02,82.7,19.41,13.65,14.33,19.4,80.7,0,0,14.33,60.5,0,11.6,47.94,31.3,15826.25,22.6,18.9,32.99,35.05,0,25.13,0,0,53.9,6.38
전라남도,영암군,0,0,14.17,5.6,22.74,11.65,11.98,92.89,38.89,33.3,47.92,92.6,14.53,7.02,21.82,0,92.1,0,18.31,9.35,59.06,0,22.4,53.87,20.1,32317.9,18.1,24.2,18.41,22.18,0,22.78,0,0,0,7.1
전라남도,무안군,0,0,10.67,4.88,27.29,9.92,16.97,84.22,64.94,32.5,70.7,82.6,40.55,5.51,19.37,20.1,99.7,0,35.31,8.02,75.51,0,13.9,74.92,19.7,10665.13,15.7,10.4,35.16,36.1,0,41.6,0,0,72.6,2.9
전라남도,함평군,0,0,22.23,4.94,29.77,16.48,18.92,73.88,43.86,55.6,75.15,92.9,13.02,11.39,16.01,20.1,0,0,19.16,8.75,30.8,0,18.7,0,0,13385.09,14.3,15.6,14.16,12.74,0,22.74,0,0,0,10.45
전라남도,영광군,0,0,17.4,4.94,43.55,20.03,16.47,79.66,53.57,46.7,69.84,95.5,15.57,0,15.31,23.9,0,0,0,9.18,42.14,0,6.9,60.22,22.3,21881.6,22.9,11.3,20.39,35.72,0,20.34,0,0,64.7,6.51
전라남도,장성군,0,0,16.49,4.68,25.23,9.32,15.96,63.38,58.67,40.3,87.57,0,14.96,10.21,16.73,21.5,93.4,0,16.38,8.46,41.55,0,11.2,62.72,17.5,11363.78,15.1,0,22.19,32.76,0,23.25,0,0,0,6.52
전라남도,완도군,0,0,17.49,4.26,85.45,67.54,18.51,70.28,41.95,57.2,72.44,97.8,12.84,0.64,14.45,20.8,96.8,0,23.04,8.68,55.61,0,15.5,62.74,23.7,18533.16,2.4,0,16.27,68.31,0,28.54,0,0,67.3,9.45
전라남도,진도군,0,0,21.21,5.03,56.81,56.42,9.64,85.72,59.8,0,84.24,0,21.26,17.11,13.29,17.6,98.9,0,12.31,9.2,32.87,0,14.7,62.04,0,1608.06,6.4,0,30.1,24.58,0,16.04,0,0,70.2,8.88
전라남도,신안군,0,0,20.69,4.77,48.19,35.01,9.09,53.82,3.97,69.6,89.02,86.5,5.62,1.41,10.03,13.8,89.9,0,0,0,4.75,0,0,7.06,24.8,60926.83,9.8,28.3,23.99,31.23,0,9.14,0,0,42.8,17.22
경상북도,포항시,0,0,8.95,5.01,21.91,13.79,17.76,96.18,61.81,25.7,52.49,97.2,49.12,3.84,11.58,37.1,95.9,0,60.48,9.58,91.73,0,18.7,91.46,8.3,14756.61,19.6,4.4,28.55,61.45,0,50.75,0,0,85.1,2.28
경상북도,경주시,0,0,11.19,5.49,22.35,8.3,15.46,79.51,51.53,27.7,87.8,92.7,19.77,8.96,14.55,27.8,93.9,0,45.93,8.7,77.76,0,16.9,58.72,10.2,12280.83,17.3,8.3,30.81,18.84,0,43.76,0,0,94.4,3.53
경상북도,김천시,0,0,12.47,5.97,19.11,17.82,14.6,85.93,67.8,28.9,65.12,93.4,25.58,0,14.78,28.1,88.5,0,41.72,8.47,72.87,0,0,79.75,33.3,17216.74,15.3,7.1,28.2,12.19,0,34.54,0,0,84.9,3.64
경상북도,안동시,0,0,12.91,6.19,22.3,17.83,7.16,87.7,63.69,33.5,75.95,95.2,36.4,0.1,14.82,27.6,93.1,0,51.45,12.51,83.05,0,18.3,77.15,13.1,22140.08,32.9,10.7,19.1,46.15,0,49.53,0,0,80.1,3.66
경상북도,구미시,0,0,4.7,4.1,28.64,10.5,4.58,90.1,62.25,13.4,68.06,94.8,42.06,5.41,10.26,39.3,99.9,0,69.34,6.42,90.19,0,19.7,90.6,10.7,20307.6,9.3,3.1,0,47.08,0,54.86,0,0,98.5,1.86
경상북도,영주시,0,0,13.72,5.97,10.33,15.32,7.99,95.2,65.85,37.1,74.57,96.2,27.1,11.25,9.27,29.1,89.6,0,49.89,9.35,72.37,0,16.2,77.15,22.8,10698.23,23.3,9.7,20.58,57.13,0,27.15,0,0,87.1,4.01
경상북도,영천시,0,0,14.97,5.96,36.62,15.82,0,83.74,59.17,0,68.51,99.8,32.5,5.83,13.98,25.8,95.8,0,31.38,10.97,73.53,0,15.6,67.56,19.5,5033.52,18.8,8.8,22.29,44.43,0,19.59,0,0,75.7,5.23
경상북도,상주시,0,0,17.34,5.7,49.18,11.81,80.36,72.64,53.67,44.2,74.8,98.1,12.64,0,13.42,20.6,75.5,0,28.9,10.09,60.09,0,13.6,66.05,21.8,7410.31,12.4,11.3,23.73,41.19,0,38.07,0,0,73.5,6.79
경상북도,문경시,0,0,17.75,7.04,56.67,18.23,3.96,88.89,71.12,41.1,71.81,92.4,25.54,3.04,12.11,23.9,94.3,0,46.79,10.58,62.02,0,17.8,66.09,29.1,6388.76,15.6,19.6,23.07,45.08,0,34.21,0,0,82.4,5.35
경상북도,경산시,0,0,7.26,5.7,23.64,17.09,4.05,98.65,90.44,14.4,76.08,62.7,33.02,12.69,9.14,33.7,99.3,0,76.11,6.52,87.22,0,15.5,75.17,21.7,13935.03,13.6,5.7,32.93,69.96,0,50.75,0,0,92.9,2.13
경상북도,군위군,0,0,21.39,6.74,45.23,19.14,7.88,54.36,33.6,47.2,84.1,98.8,8.22,0,11.91,16.8,87.7,0,14.59,0,43.42,0,15.5,0,0,5188.21,0.4,25.8,20.55,18.65,0,32.55,0,0,45.6,12.92
경상북도,의성군,0,0,23.29,6.44,44.59,14.52,10.82,72.12,60.48,52.4,83.21,88.5,0,7.88,14.66,27.2,93.6,0,2.79,10.58,34.66,0,12.9,20.9,39.9,12212.69,26.8,13.5,19.59,29.2,0,21.27,0,0,48.9,13.36
경상북도,청송군,0,0,19.95,6.68,54.45,29.51,11.21,47.78,0,47.7,69.24,0,7.26,0,14.86,22.4,75.4,0,24.49,19.14,38.41,0,18.3,26.65,23.6,16009.9,14.1,0,16.41,38.15,0,16.35,0,0,52.4,16.15
