sido,sigungu,safety_center_serve,pollution_emission,aged_single_ratio,police_station_acb,high_trans_acb,high_ic_acb,sports_fac_popratio,perf_fac_popratio,aged_service_popratio,old_house_ratio,green_space_rate,road_pavement_rate,library_service_popratio,hospital_service_popratio,vacant_house_ratio,wg_ph_spentratio,water_supply_rate,cworks_pctg,living_park_popratio,firestation_acb,toddlers_care_popratio,population_growth_rate,childecare_per_infant_number,emergency_fac_popratio,socialwelfare_fac_per_hndrdth_number,park_per_thousand_area,beds_peer_thousand_number,cultural_infra_per_hndrdth_number,fin_indep_3year_mean,parking_popratio,kb_industry_3year_mean,elem_school_popratio,no_bsns_3year_growth_rate,no_emp_3year_growth_rate,sewer_coverage_rate,schoools_per_thousand_number
부산광역시,남구,0,0,8.78,1.7,7.64,14.86,47.61,97.72,97.79,0,30.26,0,71.81,17.2,12.74,49.5,0,0,38.27,2.55,84.67,0,15.4,97.72,5.5,87.2,12.6,4.9,27.65,87.33,0,53.79,0,0,0,1.86
부산광역시,북구,0,0,9.86,2.37,4.9,5.65,5.65,0,99.71,11.8,74.1,0,50.28,15.63,5.81,70.8,0,0,82.48,2.66,89.3,0,16.1,99.69,5.2,368.82,16.1,3.5,15.55,60.42,0,65.35,0,0,0,1.99
부산광역시,해운대구,0,0,8.93,1.79,16.26,10.26,7.69,99.21,0,13.3,69.3,92.7,73.24,18.21,8.35,54.7,0,0,66.15,2.08,85.47,0,0,0,4.9,313.4,14.9,0,30.9,80.46,0,62.56,0,0,0,1.49
부산광역시,사하구,0,0,9.65,1.82,9.21,7.21,49.91,0,0,28.5,31.19,99.4,55.84,24.68,7.58,71.2,0,0,45.93,2.08,91.28,0,17.9,96.84,4.4,219.68,23.5,2.2,18.82,93.42,0,59.11,0,0,0,2
부산광역시,금정구,0,0,9.48,3.08,15.06,4.85,2.4,99.98,99.96,26.2,82.16,0,86.17,44.34,8.84,60.7,0,0,80.44,3.26,96.51,0,0,96.88,10.5,343.86,25.2,4.3,25.4,95.72,0,65.74,0,0,0,2.47
부산광역시,강서구,0,0,4.94,3.54,15.46,6.46,25.05,98.83,99.27,7.7,55.11,98.2,56.5,15.93,9.46,40.8,0,0,66.52,4.56,95,0,13.1,20.99,0,874.01,3.6,2.9,43.92,50.06,0,39.92,0,0,94.4,2.1
부산광역시,연제구,0,0,8.97,1.13,9.85,8.47,16.07,0,0,26.8,29.64,0,57.29,0,6.6,65.6,0,0,68.47,1.65,86.15,0,12.7,0,7.6,127.27,23.4,1.9,25.97,90.37,0,68.43,0,0,0,1.45
부산광역시,수영구,0,0,9.23,1.27,10.42,10.98,10.21,0,0,30.2,25.49,0,73.18,31.06,9.98,50.2,0,0,62.38,1.88,98.61,0,12.5,0,4.5,175.87,23.9,2.8,24.57,98.49,0,69.42,0,0,0,1.49
부산광역시,사상구,0,0,9.46,1.88,6.72,4.44,54.89,0,0,25.5,57.81,0,42.34,18.33,5.39,65.5,0,0,50.77,1.89,88.87,0,18.6,0,0,279.7,30.7,2.8,23.21,98.04,0,47.14,0,0,0,2.16
부산광역시,기장군,0,0,7.93,4.19,28.91,12.27,32.94,95.6,95.37,7.8,86.37,93.6,75.73,5.87,9.74,54.7,0,0,82.83,5.69,88.44,0,17.2,91.85,15.2,1116.92,0,5.2,37.89,43.83,0,57.76,0,0,91.9,1.47
대구광역시,중구,0,0,9.87,1.06,4.98,6.79,1.2,0,0,30.8,7.89,0,79.37,63.33,6.82,38.9,0,0,47.37,1.03,93.54,0,12.6,0,23.2,524.49,43.6,11.8,35.45,99.28,0,61.74,0,0,0,3.12
대구광역시,동구,0,0,10.29,3.57,10.72,6.74,5.93,99.95,97.64,22.9,82.62,0,58.35,18.12,5.48,55.4,0,0,56.19,4.25,91.25,0,14.8,98.25,17.9,4388.72,11.8,3.8,23,79.21,0,55.32,0,0,0,1.8
대구광역시,서구,0,0,11.74,1.66,8.68,4.42,16.1,0,0,45.6,24.92,0,71.84,46.27,2.93,52.1,0,0,72.33,1.55,93.97,0,20.1,0,26.2,2579.78,0,5.3,23.76,99.61,0,78.59,0,0,0,2.82
대구광역시,남구,0,0,11.57,1.19,8.56,5.53,4.51,0,0,46.2,47.5,0,43.26,25.11,6.53,51.5,0,0,79.09,1.76,93.02,0,13.6,0,33.1,372.31,33.7,5.5,19.11,99.65,0,54.32,0,0,0,2.46
대구광역시,북구,0,0,7.02,2.7,10.16,6.74,10.31,99.3,99.35,11.6,69.5,0,62.77,22.04,4.58,51.8,0,0,64.64,2.73,91.83,0,14.2,99.27,15.3,3712.7,15.8,3.4,23.38,76.99,0,61.63,0,0,99.8,1.66
대구광역시,수성구,0,0,7.82,2.34,7.69,4.87,5.15,0,0,17.3,72.87,0,45.85,22.04,4.17,0,0,0,68.57,2.15,95.34,0,12.3,99.99,7.9,7612.81,9.8,3.5,33.9,91.49,0,67.38,0,0,99.6,1.35
대구광역시,달서구,0,0,7.42,1.66,14.02,3.42,8.07,99.79,99.97,12.5,44.29,0,65.66,32.71,3.12,0,0,0,85.81,1.79,89.91,0,15.2,99.79,8.4,4194.74,16.5,2.9,24.35,71.63,0,72.76,0,0,0,1.8
대구광역시,달성군,0,0,5.89,4.49,28.22,12.4,9.29,89.39,68.55,8.9,88.66,0,49.26,16.31,8.24,37.7,0,0,55.68,5.28,89.78,0,11.7,63.81,14.4,11120.36,10.8,2.7,48.12,40.54,0,51.35,0,0,91.4,1.81
인천광역시,중구,0,0,6.71,3.74,41.25,5.83,17.1,84.1,52.05,17.7,77.62,0,43.8,6.95,9.2,43.2,0,0,60.88,3.76,82.97,0,16.9,33.5,20.7,644.13,15.8,12.9,51.92,83.17,0,40.59,0,0,88.7,2.46
인천광역시,동구,0,0,11.88,1.35,30.06,3.25,99.3,0,0,36.4,10.94,0,94.59,0,7.94,48.7,0,0,87.89,1.06,93.58,0,24.2,0,18.6,716.46,13.2,0,30.35,99.78,0,49.46,0,0,99.7,2.49
인천광역시,미추홀구,0,0,7.48,1.36,25.32,3.39,16.1,99.61,0,26.6,17.78,0,52.66,21.61,8.48,71.5,0,0,71.19,1.64,94.72,0,14.7,99.61,16.9,2499.29,15.8,4.5,19.78,92.76,0,59.03,0,0,0,1.36
인천광역시,연수구,0,0,4.18,2.7,25.67,4.29,5.97,99.47,99.67,1.7,41.83,0,59.64,5.02,5.33,57.7,0,0,72.47,3.12,85.6,0,14.3,99.47,28.4,3234.46,4.9,4.9,44.35,43.63,0,59.65,0,0,99.6,1.27
인천광역시,남동구,0,0,6.61,1.71,20.43,3.99,72.63,0,0,18.1,41.45,0,80.36,23.6,5.97,65.8,0,0,87.67,1.94,93.43,0,15.7,0,18.6,13778.7,14.3,1.9,31.79,78.55,0,63.92,0,0,99.2,1.34
인천광역시,부평구,0,0,7.1,1.25,19.74,3.13,17.52,0,0,0,32.83,0,67.82,27.2,5.15,64.8,0,0,78.66,1.54,97.69,0,18.2,0,16.2,1632.96,9.8,2.6,24.38,85.91,0,81.69,0,0,0,1.76
인천광역시,계양구,0,0,6.29,2.6,15.92,5.06,17.83,98.66,98.92,24.6,73.55,0,81.03,16.92,5.07,60.5,0,0,79.08,2.45,85.37,0,19.4,98.66,19.8,1681.3,13.8,0,26.95,88.46,0,71.81,0,0,99.3,1.86
인천광역시,서구,0,0,4.54,2.68,23.59,4.72,10.54,0,0,13.5,55.04,0,72.27,12.89,4.94,57.6,0,0,73.26,2.33,88.7,0,15.3,99.17,16.2,6994.14,11.7,2.4,38.86,56.83,0,58.1,0,0,99.1,1.27
인천광역시,강화군,0,0,14.17,3.84,49,30.5,11.9,80.38,73.02,31.1,84.12,82.9,16.91,2.24,14.53,25.8,0,0,5.36,7.76,17.69,0,7.7,58.04,73.7,445.34,12.7,15.9,21.4,20.94,0,21.03,0,0,36.6,7.22
인천광역시,옹진군,0,0,13.13,5.06,54.93,45.27,10.79,12.38,0,22.8,0,98.8,4.66,4.67,17.1,17.5,0,0,0,12.49,26.34,0,26.6,44.35,29.2,0,3.6,19.6,21.58,14.52,0,17.53,0,0,55.7,13.21
광주광역시,동구,0,0,8.65,2.46,16.73,3.77,40.77,0,0,29.7,78.51,0,87.28,16.96,11.47,50.9,0,0,54.77,2.56,85.62,0,13.4,0,23.3,1834.47,57.6,18.5,22.45,93.14,0,29.99,0,0,99.9,2.53
광주광역시,서구,0,0,6.97,2.25,8.84,4.68,9.57,0,99.83,15.8,58.27,0,86.27,29.48,6.38,0,0,0,83.14,2.59,89.32,0,19.5,0,7.3,15361.25,20.9,4.4,24.55,75.02,0,70.37,0,0,99.3,1.59
광주광역시,남구,0,0,8.4,2.53,13.3,7.17,20.06,0,98.86,31.8,73.07,0,80.33,32.44,8.08,64.6,0,0,57.21,3.84,86.55,0,15.4,99.57,12.4,8040.99,30.9,6.5,17.04,66.21,0,65.46,0,0,99.1,2.08
광주광역시,북구,0,0,7.67,2.82,16.94,5.1,19.84,99.83,99.7,18.7,74.81,0,79.27,24.54,7.82,70.9,0,0,80.82,3.5,94.67,0,16.6,99.85,9.7,18493.56,26.8,4.4,18.7,76.76,0,59.77,0,0,99.2,1.99
광주광역시,광산구,0,0,4.84,2.95,9.84,7.3,26.73,98.64,95.5,7.1,77.61,0,74.9,15.44,7.38,55.2,0,0,70.63,5.65,86.79,0,18.5,98.35,9.4,9837.71,23.4,2.2,24.15,35.27,0,58.38,0,0,97.9,1.5
대전광역시,동구,0,0,8.85,4.72,9.14,8.85,23.96,99.49,98.56,32.8,87.71,0,75.39,8.86,5.62,66.8,0,0,77.42,5.39,94.78,0,0,98.82,15.4,1552.47,15.9,5.4,14.73,86.3,0,66.65,0,0,99.2,2
대전광역시,중구,0,0,9.44,4.37,6.28,7.11,16.78,99.9,99.36,34.9,74.29,0,82.43,8.21,4.97,68.4,0,0,74.97,4.41,89.99,0,20.8,99.79,14.1,1809.25,24.7,0,17.6,95.3,0,71.52,0,0,99.4,2.37
대전광역시,서구,0,0,5.55,5.16,8.06,8.3,17.71,99.58,98.92,12.9,69.4,0,66.42,18.11,4.16,69.9,0,0,76.61,4.54,89.91,0,19.2,99.51,11.4,6524.35,15.9,3.1,24.17,82.84,0,63.95,0,0,99.3,1.53
대전광역시,유성구,0,0,3.65,3.8,10.96,5.27,13.07,99.69,99.13,3.2,85.56,0,72.56,4.96,6.18,62.8,0,0,78.2,3.69,85.69,0,19.1,99.37,5.7,8341.66,13.1,4.8,32.68,75.17,0,54.18,0,0,93.9,1.66
대전광역시,대덕구,0,0,8.06,3.88,12.21,4.83,14.98,96.23,90.96,0,72.04,0,66.32,22.18,7.44,60.9,0,0,81.63,3.76,89.77,0,22.3,96.11,14.7,4842.69,0,6.2,23.25,87.24,0,57.65,0,0,99.6,2.21
울산광역시,중구,0,0,7.84,1.88,20.81,5.45,21.36,99.61,99.74,22.2,62.5,0,61.81,15.58,6.02,63.2,0,0,92.27,2.49,90.16,0,0,99.61,7.6,13661.6,10.6,3.7,21.2,96.47,0,66.94,0,0,99.8,1.77
울산광역시,남구,0,0,5.71,2.24,21.93,6.57,11.8,0,0,19.1,38.43,0,66.76,38.04,7.9,0,0,0,82.05,2.28,95.07,0,16.2,0,6.2,29268.49,18.5,3.4,35.41,98.02,0,79.37,0,0,99.8,1.82
울산광역시,동구,0,0,5.55,1.97,33.3,9.49,47.37,99.63,0,17.4,61.44,0,84.61,3.4,6.93,56.1,0,0,81.21,2.81,97.39,0,15.8,0,3.8,28361.28,12.6,1.9,20.7,98.43,0,71.53,0,0,99.9,1.73
울산광역시,북구,0,0,3.8,3.45,30.09,4.26,28.98,93.11,92.97,5.2,79.18,93.5,69.55,5.7,6.7,59.4,0,0,54.12,3.69,86.3,0,15.2,92.72,7.8,16052.4,7.5,0,29.47,83.15,0,54.44,0,0,0,1.56
울산광역시,울주군,0,0,7.13,5.83,19.65,10.93,29.83,90.32,85.05,10.8,71.4,98.6,56.98,12.36,10.11,0,0,0,61.48,6.83,79.28,0,14.4,67.3,16.6,55715.31,15.7,6.3,46.45,61.47,0,46.97,0,0,97.6,2.29
세종특별자치시,세종시,0,0,4,5,16.9,13,47,99.1,34.5,6.5,68.27,100,56.5,1.3,10.5,38,97.9,0,54.6,8.4,83.8,0,13.6,93.4,7.6,0,5.6,6.5,65.7,29.9,0,60.1,0,0,95.7,1.6
경기도,수원시,0,0,4.92,1.89,6.22,4.7,9.06,99.44,99.59,13.5,53.92,0,74.51,6.52,3.6,46.7,0,0,86.49,2.44,88.61,0,0,99.44,9.6,12335.72,10.8,3.6,53.58,36.21,0,61.4,0,0,99.8,1.49
경기도,성남시,0,0,6.21,2.46,12.31,4.62,17.14,99.81,99.75,9.2,73.27,0,66.57,6.61,2,49.4,0,0,52.45,2.64,87.03,0,16.1,99.81,8.8,13145.78,11.6,0,60.92,48.27,0,51.08,0,0,99.6,1.54
경기도,의정부시,0,0,7.16,3.25,19.7,6.93,9.11,0,99.95,7.7,77.71,0,69.92,24.53,4.99,52.3,99.3,0,76.71,3.26,88.3,0,21.4,0,0,6646.47,13.1,1.9,34.95,78.71,0,48.62,0,0,98.9,1.44
경기도,안양시,0,0,5.85,2.1,7.47,3.61,15.42,0,99.96,20.1,64.79,99.9,84.36,7.67,5.57,48.1,0,0,78.64,2.44,89.81,0,18.8,0,10.1,4696.49,8.3,2.9,46.31,63.28,0,62.53,0,0,0,1.51
경기도,부천시,0,0,6.08,1.44,13.29,2.75,24.19,0,0,20.4,41.18,0,81.93,28.63,4.76,54.8,0,0,92.79,1.61,96.48,0,18.5,0,17.8,4530.37,14.4,3.3,38.99,88.38,0,62.5,0,0,99.9,1.59
경기도,광명시,0,0,6.52,2.79,6.11,3.69,30.31,99.95,99.86,33.9,69.38,0,77.95,7.38,7.32,48.5,99.9,0,83.31,2.61,94.27,0,19.6,99.95,5.4,6643.32,6.8,3.7,43.02,56.44,0,72.68,0,0,99.2,1.41
경기도,평택시,0,0,5.57,3.38,13.67,9.45,6.76,98.82,98.57,11.2,49.05,99.4,58.13,11.2,16.1,38.7,0,0,71.55,4.15,88.4,0,15.3,80.73,10.9,13538.05,8.3,0,49.77,61.32,0,55.95,0,0,86.6,1.63
경기도,동두천시,0,0,11.06,2.97,40.51,7.5,4.57,99.73,99.85,18.5,75.79,0,37.54,3.88,10.09,42.7,97.7,0,72.24,4.17,91.8,0,27.6,1.37,41.2,9881.45,25.2,7.4,29.01,77.12,0,62.82,0,0,98.9,2.4
경기도,안산시,0,0,4.82,2.68,23.88,10.41,27.07,99.94,97.29,10.9,71.85,0,62.54,8.55,7.82,40.3,99.8,0,78.64,3.4,86.45,0,19.5,98.72,23.2,11283.02,14.6,4.3,53.56,79.81,0,68.49,0,0,99.3,1.64
경기도,고양시,0,0,5.8,2.97,10.64,5.1,16.63,0,99.97,5.7,76.47,0,46.46,4.73,3.53,0,99.7,0,67.63,3.33,87.3,0,16.7,96.41,19.9,6230.22,12.2,3.6,42.24,28.74,0,57.85,0,0,92.8,1.43
경기도,과천시,0,0,5.91,2.27,12.83,2.19,0.31,0,0,38.3,86.77,0,29.47,0,1.51,28.8,98.6,0,59.11,2.21,75.36,0,14.6,0,5.1,119687.38,0,17.4,56.31,74.24,0,53.73,0,0,98.6,1.18
경기도,구리시,0,0,6.04,2.03,7.13,2.88,33.63,99.84,99.14,10.8,75.5,0,60.28,31.44,3.31,47.9,0,0,78.25,2.63,88.43,0,19.5,98.97,0,5668.11,12.4,0,38.78,67.82,0,58.89,0,0,99.6,1.52
경기도,남양주시,0,0,5.73,3.74,20.9,5.78,20.08,97.53,86.14,7.1,82.81,98.9,52.35,10.06,5.1,52.1,97.2,0,57.3,5.27,82.7,0,18.3,63.22,24.5,6757.57,8.7,3.6,34.16,33.52,0,51.9,0,0,95.9,1.3
경기도,오산시,0,0,3.98,2.93,9.57,6.94,20.37,98.8,98.27,7.4,65.3,0,59.49,12.41,5.94,41.6,0,0,74.33,2.89,83.49,0,21.7,98.8,0,5911.01,12.7,5.2,40.02,47.13,0,49.13,0,0,0,1.36
경기도,시흥시,0,0,3.93,2.92,15.38,4.87,5.36,99.47,97.2,4.9,72.79,0,66.3,6.08,7.71,46.7,99.9,0,75.91,3.56,87.11,0,18.7,99.02,21.7,8796.29,0,3.2,45.35,58.12,0,59.92,0,0,96.2,1.43
경기도,군포시,0,0,6.1,2.39,13.45,4.25,16.4,99.99,99.98,8.9,68.32,0,71.37,14.16,3.14,49.4,0,0,94.93,2.91,95.57,0,21.3,99.98,18.9,9331.34,8.4,3.3,41.12,96.9,0,71.55,0,0,99.8,1.63
경기도,의왕시,0,0,5.25,2.55,13.5,3.79,22.8,99.99,0,13.3,84.87,0,84.16,9.92,7.4,43.6,0,0,68.08,2.97,89.67,0,0,98.73,12.4,12846.33,11.5,4.9,46.32,79.4,0,69.66,0,0,99.9,1.56
경기도,하남시,0,0,5.04,3.11,14.81,5.69,11.02,99.92,99.84,4.4,83.85,0,67.28,21.19,3.66,0,98.7,0,77.51,4.05,87.46,0,14.2,98.92,8.4,8924.31,6.2,2.7,52.59,33.47,0,59.01,0,0,99.4,1.17
경기도,용인시,0,0,4.72,3.78,22.09,9.35,5.77,99.67,89.39,2.9,88.15,0,54.26,2.09,3.82,35.3,99.4,0,56.8,4.63,82.03,0,16.8,94.88,13.5,10737.52,8.2,0,57.82,35.42,0,46.89,0,0,0,1.28
경기도,파주시,0,0,5.78,4.21,31.93,9.93,4.47,97.68,70.51,9.9,59.33,97.8,50.3,9.92,6.83,36.9,99.1,0,42.12,5.08,71.71,0,17.6,49.82,27.3,10971.97,10.8,8.8,42.63,30.41,0,31.28,0,0,93.9,1.67
경기도,이천시,0,0,6.06,3.98,40.15,7.72,8.28,97.01,67.06,17.4,87.38,0,33.82,7.2,9.03,34.4,99.4,0,39.61,6.64,74.91,0,16.7,76.73,16.7,16078.54,10.8,5.5,60.07,23.46,0,39.18,0,0,92.2,2.23
경기도,안성시,0,0,7.38,5.06,27.71,9.25,0.75,98.42,73.73,13.9,88.78,0,38.53,5.81,11.41,0,0,0,49.86,7.09,76.07,0,24.1,85.93,37.1,3401.11,11.9,0,35.16,72.57,0,22.97,0,0,77.8,2.72
경기도,김포시,0,0,4.63,3.24,26.37,7.74,4.94,97.68,99.16,3.9,74.9,0,49.02,18.91,4.67,42.3,96.2,0,60.53,3.84,86.04,0,15.7,94.49,0,6914.76,0,3.2,45.91,23.69,0,50.01,0,0,91.2,1.25
경기도,화성시,0,0,3.45,4.26,21.22,8.65,4.36,95.6,86.09,3.8,75.7,0,64.99,8.28,7.93,39.4,0,0,52.63,6.65,85.56,0,15.3,94.86,13.9,14188.79,6.5,3.4,62.74,44.29,0,54.45,0,0,86.1,1.3
경기도,광주시,0,0,4.45,4.6,24.4,7.59,16.63,99.01,75.44,3.4,92.45,0,22.44,2.19,5.46,43.8,92.5,0,27.78,7.06,80.6,0,17.5,86.52,12.9,6339.95,5.2,3.9,40.66,13.78,0,19.53,0,0,96.1,1.18
