gubun,bumun,sido,sigungu,safety_center_serve,pollution_emission,aged_single_ratio,police_station_acb,high_trans_acb,high_ic_acb,sports_fac_popratio,perf_fac_popratio,aged_service_popratio,old_house_ratio,green_space_rate,road_pavement_rate,library_service_popratio,hospital_service_popratio,vacant_house_ratio,wg_ph_spentratio,water_supply_rate,cworks_pctg,living_park_popratio,firestation_acb,toddlers_care_popratio,population_growth_rate,childecare_per_infant_number,emergency_fac_popratio,socialwelfare_fac_per_hndrdth_number,park_per_thousand_area,beds_peer_thousand_number,cultural_infra_per_hndrdth_number,fin_indep_3year_mean,parking_popratio,kb_industry_3year_mean,elem_school_popratio,no_bsns_3year_growth_rate,no_emp_3year_growth_rate,sewer_coverage_rate,schoools_per_thousand_number
객관지표,환경,전라북도,완주군,NA,21774,NA,NA,NA,NA,NA,NA,NA,NA,88.8,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,13809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라북도,진안군,NA,9337,NA,NA,NA,NA,NA,NA,NA,NA,83.2,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,15773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라북도,무주군,NA,10027,NA,NA,NA,NA,NA,NA,NA,NA,80.6,NA,NA,NA,NA,NA,NA,NA,19.6,NA,NA,NA,NA,NA,NA,4364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라북도,장수군,NA,13802,NA,NA,NA,NA,NA,NA,NA,NA,72.6,NA,NA,NA,NA,NA,NA,NA,12.4,NA,NA,NA,NA,NA,NA,18281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라북도,임실군,NA,15883,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,NA,8061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라북도,순창군,NA,15487,NA,NA,NA,NA,NA,NA,NA,NA,90.2,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,5586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라북도,고창군,NA,26301,NA,NA,NA,NA,NA,NA,NA,NA,80.8,NA,NA,NA,NA,NA,NA,NA,21.4,NA,NA,NA,NA,NA,NA,8091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라북도,부안군,NA,42637,NA,NA,NA,NA,NA,NA,NA,NA,79.5,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,69627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라남도,목포시,NA,323607,NA,NA,NA,NA,NA,NA,NA,NA,26.4,NA,NA,NA,NA,NA,NA,NA,74.7,NA,NA,NA,NA,NA,NA,32892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라남도,여수시,NA,259207,NA,NA,NA,NA,NA,NA,NA,NA,62.3,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,20650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라남도,순천시,NA,16947,NA,NA,NA,NA,NA,NA,NA,NA,85.4,NA,NA,NA,NA,NA,NA,NA,64.7,NA,NA,NA,NA,NA,NA,30079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라남도,나주시,NA,30580,NA,NA,NA,NA,NA,NA,NA,NA,79.2,NA,NA,NA,NA,NA,NA,NA,44.3,NA,NA,NA,NA,NA,NA,10604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라남도,광양시,NA,303846,NA,NA,NA,NA,NA,NA,NA,NA,47.1,NA,NA,NA,NA,NA,NA,NA,75.2,NA,NA,NA,NA,NA,NA,58307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라남도,담양군,NA,15980,NA,NA,NA,NA,NA,NA,NA,NA,91.8,NA,NA,NA,NA,NA,NA,NA,20.6,NA,NA,NA,NA,NA,NA,20700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라남도,곡성군,NA,11488,NA,NA,NA,NA,NA,NA,NA,NA,82.1,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,21378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라남도,구례군,NA,8566,NA,NA,NA,NA,NA,NA,NA,NA,74.4,NA,NA,NA,NA,NA,NA,NA,36.7,NA,NA,NA,NA,NA,NA,20974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라남도,고흥군,NA,12248,NA,NA,NA,NA,NA,NA,NA,NA,70.8,NA,NA,NA,NA,NA,NA,NA,17.2,NA,NA,NA,NA,NA,NA,14969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라남도,보성군,NA,13960,NA,NA,NA,NA,NA,NA,NA,NA,84.5,NA,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,24543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라남도,화순군,NA,12069,NA,NA,NA,NA,NA,NA,NA,NA,91.6,NA,NA,NA,NA,NA,NA,NA,36.1,NA,NA,NA,NA,NA,NA,25703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라남도,장흥군,NA,11387,NA,NA,NA,NA,NA,NA,NA,NA,84.8,NA,NA,NA,NA,NA,NA,NA,18.2,NA,NA,NA,NA,NA,NA,26707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라남도,강진군,NA,16428,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,16.9,NA,NA,NA,NA,NA,NA,53591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라남도,해남군,NA,12690,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,28.1,NA,NA,NA,NA,NA,NA,15811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라남도,영암군,NA,30435,NA,NA,NA,NA,NA,NA,NA,NA,47.9,NA,NA,NA,NA,NA,NA,NA,18.2,NA,NA,NA,NA,NA,NA,45033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라남도,무안군,NA,30344,NA,NA,NA,NA,NA,NA,NA,NA,71.5,NA,NA,NA,NA,NA,NA,NA,32.5,NA,NA,NA,NA,NA,NA,11544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라남도,함평군,NA,23838,NA,NA,NA,NA,NA,NA,NA,NA,75.2,NA,NA,NA,NA,NA,NA,NA,17.3,NA,NA,NA,NA,NA,NA,13265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라남도,영광군,NA,20299,NA,NA,NA,NA,NA,NA,NA,NA,69.8,NA,NA,NA,NA,NA,NA,NA,16.4,NA,NA,NA,NA,NA,NA,21576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라남도,장성군,NA,18376,NA,NA,NA,NA,NA,NA,NA,NA,89.2,NA,NA,NA,NA,NA,NA,NA,16.6,NA,NA,NA,NA,NA,NA,4387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라남도,완도군,NA,12862,NA,NA,NA,NA,NA,NA,NA,NA,72.4,NA,NA,NA,NA,NA,NA,NA,25.3,NA,NA,NA,NA,NA,NA,31790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라남도,진도군,NA,8955,NA,NA,NA,NA,NA,NA,NA,NA,84.5,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,22478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,전라남도,신안군,NA,9094,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,54070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상북도,포항시,NA,176899,NA,NA,NA,NA,NA,NA,NA,NA,52.8,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,26462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상북도,경주시,NA,21036,NA,NA,NA,NA,NA,NA,NA,NA,87.8,NA,NA,NA,NA,NA,NA,NA,51.7,NA,NA,NA,NA,NA,NA,12139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상북도,김천시,NA,21226,NA,NA,NA,NA,NA,NA,NA,NA,65.1,NA,NA,NA,NA,NA,NA,NA,41.8,NA,NA,NA,NA,NA,NA,30444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상북도,안동시,NA,15909,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,48.6,NA,NA,NA,NA,NA,NA,45018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상북도,구미시,NA,67694,NA,NA,NA,NA,NA,NA,NA,NA,68.1,NA,NA,NA,NA,NA,NA,NA,65.1,NA,NA,NA,NA,NA,NA,37719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상북도,영주시,NA,27752,NA,NA,NA,NA,NA,NA,NA,NA,74.5,NA,NA,NA,NA,NA,NA,NA,44.5,NA,NA,NA,NA,NA,NA,15373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상북도,영천시,NA,24654,NA,NA,NA,NA,NA,NA,NA,NA,68.5,NA,NA,NA,NA,NA,NA,NA,34.7,NA,NA,NA,NA,NA,NA,4676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상북도,상주시,NA,19634,NA,NA,NA,NA,NA,NA,NA,NA,74.8,NA,NA,NA,NA,NA,NA,NA,31.4,NA,NA,NA,NA,NA,NA,20949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상북도,문경시,NA,13191,NA,NA,NA,NA,NA,NA,NA,NA,71.8,NA,NA,NA,NA,NA,NA,NA,40.2,NA,NA,NA,NA,NA,NA,14895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상북도,경산시,NA,52284,NA,NA,NA,NA,NA,NA,NA,NA,76.1,NA,NA,NA,NA,NA,NA,NA,68.4,NA,NA,NA,NA,NA,NA,17801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상북도,군위군,NA,12627,NA,NA,NA,NA,NA,NA,NA,NA,84.1,NA,NA,NA,NA,NA,NA,NA,14.6,NA,NA,NA,NA,NA,NA,18194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상북도,의성군,NA,14325,NA,NA,NA,NA,NA,NA,NA,NA,83.2,NA,NA,NA,NA,NA,NA,NA,6.8,NA,NA,NA,NA,NA,NA,22168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상북도,청송군,NA,10556,NA,NA,NA,NA,NA,NA,NA,NA,69.2,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,15776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상북도,영양군,NA,5561,NA,NA,NA,NA,NA,NA,NA,NA,85.3,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA,NA,13680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상북도,영덕군,NA,8839,NA,NA,NA,NA,NA,NA,NA,NA,56.7,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,51705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상북도,청도군,NA,12327,NA,NA,NA,NA,NA,NA,NA,NA,86.9,NA,NA,NA,NA,NA,NA,NA,14.9,NA,NA,NA,NA,NA,NA,31762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상북도,고령군,NA,17444,NA,NA,NA,NA,NA,NA,NA,NA,79.5,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA,NA,17957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상북도,성주군,NA,13991,NA,NA,NA,NA,NA,NA,NA,NA,61.3,NA,NA,NA,NA,NA,NA,NA,17.7,NA,NA,NA,NA,NA,NA,5873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상북도,칠곡군,NA,31621,NA,NA,NA,NA,NA,NA,NA,NA,87.1,NA,NA,NA,NA,NA,NA,NA,38.5,NA,NA,NA,NA,NA,NA,31141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상북도,예천군,NA,18180,NA,NA,NA,NA,NA,NA,NA,NA,57.5,NA,NA,NA,NA,NA,NA,NA,40.3,NA,NA,NA,NA,NA,NA,15546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상북도,봉화군,NA,7837,NA,NA,NA,NA,NA,NA,NA,NA,76.6,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,21022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상북도,울진군,NA,12587,NA,NA,NA,NA,NA,NA,NA,NA,70.4,NA,NA,NA,NA,NA,NA,NA,28.4,NA,NA,NA,NA,NA,NA,24043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상북도,울릉군,NA,106255,NA,NA,NA,NA,NA,NA,NA,NA,86.8,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,20109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상남도,진주시,NA,26132,NA,NA,NA,NA,NA,NA,NA,NA,89.8,NA,NA,NA,NA,NA,NA,NA,51.8,NA,NA,NA,NA,NA,NA,29261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상남도,통영시,NA,25341,NA,NA,NA,NA,NA,NA,NA,NA,66.7,NA,NA,NA,NA,NA,NA,NA,45.8,NA,NA,NA,NA,NA,NA,33028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상남도,사천시,NA,25630,NA,NA,NA,NA,NA,NA,NA,NA,72.4,NA,NA,NA,NA,NA,NA,NA,51.2,NA,NA,NA,NA,NA,NA,20516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상남도,김해시,NA,62013,NA,NA,NA,NA,NA,NA,NA,NA,78.1,NA,NA,NA,NA,NA,NA,NA,71.2,NA,NA,NA,NA,NA,NA,23256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상남도,밀양시,NA,15392,NA,NA,NA,NA,NA,NA,NA,NA,74.5,NA,NA,NA,NA,NA,NA,NA,34.6,NA,NA,NA,NA,NA,NA,12834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상남도,거제시,NA,63111,NA,NA,NA,NA,NA,NA,NA,NA,63.3,NA,NA,NA,NA,NA,NA,NA,52.8,NA,NA,NA,NA,NA,NA,31242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상남도,양산시,NA,31972,NA,NA,NA,NA,NA,NA,NA,NA,85.2,NA,NA,NA,NA,NA,NA,NA,71.3,NA,NA,NA,NA,NA,NA,15525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상남도,창원시,NA,80568,NA,NA,NA,NA,NA,NA,NA,NA,60.2,NA,NA,NA,NA,NA,NA,NA,72.9,NA,NA,NA,NA,NA,NA,16501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상남도,의령군,NA,11678,NA,NA,NA,NA,NA,NA,NA,NA,75.4,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,55403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상남도,함안군,NA,48765,NA,NA,NA,NA,NA,NA,NA,NA,69.5,NA,NA,NA,NA,NA,NA,NA,18.4,NA,NA,NA,NA,NA,NA,20102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상남도,창녕군,NA,25397,NA,NA,NA,NA,NA,NA,NA,NA,78.8,NA,NA,NA,NA,NA,NA,NA,24.1,NA,NA,NA,NA,NA,NA,52028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상남도,고성군,NA,63760,NA,NA,NA,NA,NA,NA,NA,NA,56.2,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA,NA,NA,19075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상남도,남해군,NA,13076,NA,NA,NA,NA,NA,NA,NA,NA,87.7,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,20896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상남도,하동군,NA,42230,NA,NA,NA,NA,NA,NA,NA,NA,37.9,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,18841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상남도,산청군,NA,10316,NA,NA,NA,NA,NA,NA,NA,NA,61.4,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA,NA,9350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상남도,함양군,NA,11990,NA,NA,NA,NA,NA,NA,NA,NA,82.1,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,18630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상남도,거창군,NA,15352,NA,NA,NA,NA,NA,NA,NA,NA,79.6,NA,NA,NA,NA,NA,NA,NA,43.8,NA,NA,NA,NA,NA,NA,12199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,경상남도,합천군,NA,11517,NA,NA,NA,NA,NA,NA,NA,NA,84.2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,제주특별자치도,제주시,NA,45886,NA,NA,NA,NA,NA,NA,NA,NA,79.8,NA,NA,NA,NA,NA,NA,NA,55.7,NA,NA,NA,NA,NA,NA,14024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,환경,제주특별자치도,서귀포시,NA,19032,NA,NA,NA,NA,NA,NA,NA,NA,85.4,NA,NA,NA,NA,NA,NA,NA,27.7,NA,NA,NA,NA,NA,NA,13996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,종로구,NA,NA,6.7,NA,NA,NA,NA,NA,99.8,NA,NA,NA,NA,6.3,NA,34.6,NA,NA,NA,NA,NA,NA,NA,99.9,11.1,NA,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,중구,NA,NA,7.1,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,12.9,NA,38,NA,NA,NA,NA,NA,NA,NA,100,7.2,NA,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,용산구,NA,NA,6.2,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,5.6,NA,43.6,NA,NA,NA,NA,NA,NA,NA,100,4.8,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,성동구,NA,NA,5.4,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,12.5,NA,49.1,NA,NA,NA,NA,NA,NA,NA,100,2.9,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,광진구,NA,NA,4.8,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,13.3,NA,48.7,NA,NA,NA,NA,NA,NA,NA,100,6.7,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,동대문구,NA,NA,6.6,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,33.4,NA,53.9,NA,NA,NA,NA,NA,NA,NA,100,9.5,NA,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,중랑구,NA,NA,7.3,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,39.3,NA,52.2,NA,NA,NA,NA,NA,NA,NA,100,12.2,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,성북구,NA,NA,6,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,7.9,NA,52.4,NA,NA,NA,NA,NA,NA,NA,100,9.6,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,강북구,NA,NA,8.9,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,40.5,NA,55.3,NA,NA,NA,NA,NA,NA,NA,100,13.2,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,도봉구,NA,NA,7.7,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,23.5,NA,53.6,NA,NA,NA,NA,NA,NA,NA,100,18.6,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,노원구,NA,NA,8,NA,NA,NA,NA,NA,99.8,NA,NA,NA,NA,9.4,NA,61.7,NA,NA,NA,NA,NA,NA,NA,99.9,7.9,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,은평구,NA,NA,6.8,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,21.5,NA,60.3,NA,NA,NA,NA,NA,NA,NA,100,9.1,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,서대문구,NA,NA,6.2,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,20.3,NA,47.7,NA,NA,NA,NA,NA,NA,NA,100,11.3,NA,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,마포구,NA,NA,4.9,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,8.1,NA,54.5,NA,NA,NA,NA,NA,NA,NA,100,4.5,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,양천구,NA,NA,5.9,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,18.8,NA,53.7,NA,NA,NA,NA,NA,NA,NA,100,8.2,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,강서구,NA,NA,6.1,NA,NA,NA,NA,NA,99.9,NA,NA,NA,NA,43.5,NA,59.6,NA,NA,NA,NA,NA,NA,NA,99.9,7.4,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,구로구,NA,NA,5.5,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,23.8,NA,55.1,NA,NA,NA,NA,NA,NA,NA,100,7.4,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,금천구,NA,NA,6.2,NA,NA,NA,NA,NA,99.9,NA,NA,NA,NA,29.6,NA,50,NA,NA,NA,NA,NA,NA,NA,100,12.8,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,영등포구,NA,NA,5.5,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,27.4,NA,49.9,NA,NA,NA,NA,NA,NA,NA,100,7.9,NA,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,동작구,NA,NA,5.3,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,11.6,NA,53.5,NA,NA,NA,NA,NA,NA,NA,100,5.3,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,관악구,NA,NA,4.9,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,28.3,NA,55.2,NA,NA,NA,NA,NA,NA,NA,100,8.8,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,서초구,NA,NA,4,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,26.5,NA,45.9,NA,NA,NA,NA,NA,NA,NA,100,2.1,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,강남구,NA,NA,4.5,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,33.9,NA,43.9,NA,NA,NA,NA,NA,NA,NA,100,3.1,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,송파구,NA,NA,4.3,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,16,NA,55.5,NA,NA,NA,NA,NA,NA,NA,100,5.7,NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,서울특별시,강동구,NA,NA,5.7,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,33.4,NA,50,NA,NA,NA,NA,NA,NA,NA,100,8.4,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,부산광역시,중구,NA,NA,13,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,28.1,NA,40.6,NA,NA,NA,NA,NA,NA,NA,100,4.7,NA,40.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,부산광역시,서구,NA,NA,12.5,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,20.3,NA,49.5,NA,NA,NA,NA,NA,NA,NA,100,15.4,NA,49.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,부산광역시,동구,NA,NA,13.7,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,27.7,NA,52.1,NA,NA,NA,NA,NA,NA,NA,100,8.1,NA,33.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,부산광역시,영도구,NA,NA,13.9,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,16.2,NA,56,NA,NA,NA,NA,NA,NA,NA,100,7.5,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,부산광역시,부산진구,NA,NA,9,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,8.8,NA,63.2,NA,NA,NA,NA,NA,NA,NA,100,3,NA,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,부산광역시,동래구,NA,NA,8.1,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,29.7,NA,54.2,NA,NA,NA,NA,NA,NA,NA,100,5.6,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,부산광역시,남구,NA,NA,8.1,NA,NA,NA,NA,NA,97.8,NA,NA,NA,NA,15.7,NA,58,NA,NA,NA,NA,NA,NA,NA,97.8,5.4,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
객관지표,보건·복지,부산광역시,북구,NA,NA,9,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,18,NA,62.9,NA,NA,NA,NA,NA,NA,NA,100,4.4,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
