sido,sigungu,safety_center_serve,pollution_emission,aged_single_ratio,police_station_acb,high_trans_acb,high_ic_acb,sports_fac_popratio,perf_fac_popratio,aged_service_popratio,old_house_ratio,green_space_rate,road_pavement_rate,library_service_popratio,hospital_service_popratio,vacant_house_ratio,wg_ph_spentratio,water_supply_rate,cworks_pctg,living_park_popratio,firestation_acb,toddlers_care_popratio,population_growth_rate,childecare_per_infant_number,emergency_fac_popratio,socialwelfare_fac_per_hndrdth_number,park_per_thousand_area,beds_peer_thousand_number,cultural_infra_per_hndrdth_number,fin_indep_3year_mean,parking_popratio,kb_industry_3year_mean,elem_school_popratio,no_bsns_3year_growth_rate,no_emp_3year_growth_rate,sewer_coverage_rate,schoools_per_thousand_number
충청북도,진천군,26073,34773,7.8,5.9,36.6,8,8.5,78.6,69.6,15.3,52.4,88.2,8.5,0,17.1,18.8,84.4,76.8,22,7.5,83.3,-0.2,13.3,59.8,31.5,53227,10.2,12.2,31.5,24.4,1.03,28,5.9,6.1,63.5,2.9
충청북도,괴산군,19567,18116,16.1,7.1,56.9,18.3,3.7,66.9,47.8,38.1,69.7,88.7,11,11.6,10.1,15.9,59.5,66.5,7.8,9.8,24,-2.6,16.4,44.1,33.4,41875,9.4,15.4,15.6,14.9,0.43,24.8,0.2,3.4,47.8,10
충청북도,음성군,23958,39552,8.3,5.4,51.5,7.2,12.1,58.5,34.9,17.3,43.6,97.9,12.8,3.9,16.9,25.8,84.4,78,38.4,6.3,72.9,-0.2,17.6,0,31.7,45907,22.5,9.3,36,22.4,0.9,37,5.7,7.4,53.1,3.8
충청북도,단양군,15128,52357,15.5,8,72.3,14.4,22.3,66.1,38,39.1,85.4,92.2,18.4,6.3,14.5,18.1,74.4,55.1,45,14,50.5,-2.8,19.2,0.3,42.6,49679,8.1,26.5,23.2,43.8,0.49,24.7,0.3,2.5,74.2,7.5
충청북도,증평군,37317,38477,8.1,4.8,35.4,11.8,34.4,99.9,98.8,17.9,65.4,98.1,36.7,18.1,12.1,22.8,99.9,64.7,75.2,5.3,92.1,0.3,11.1,0,26.8,15885,8.7,15.9,20.3,65.5,1.21,20.6,3.4,3.9,94.5,2.3
충청남도,천안시,46148,74771,4.2,4.8,15.2,7.2,4.3,98.6,83,9.3,64.5,98.8,7.1,82.8,9,32.3,92.7,68,71.3,5.4,91.4,2.7,18.1,94.5,14.9,10579,14.3,4.3,46.4,37.3,1.2,64.7,4.3,3.2,96.1,1.6
충청남도,공주시,21516,20410,11.1,6.8,22.4,7.6,0.5,85.4,54.3,29.4,83.6,87.5,5,1.7,11.8,21.9,81.5,61.4,30.4,9,67,-1.2,21.8,65.4,29.1,25855,25.5,15.7,23.6,46.8,0.97,46.2,1.6,2.4,68.5,5.3
충청남도,보령시,20398,86839,12,5.4,62.1,9.6,3.3,83,59.4,28.5,54.4,95.7,9.8,12.7,12.9,21.7,80.3,57.8,44.1,6.6,75.7,-1.1,16.9,64.7,17.3,14301,10.8,10.7,25.2,13.4,0.33,44.2,1.4,3.2,66.7,4.7
충청남도,아산시,44689,55362,5.5,4.9,16.6,15.5,4.8,95.8,83.8,10.3,59.8,81.9,4.9,10.9,10.9,30.6,96,77.3,59.2,6.3,81.2,1.7,21.2,85.6,15.5,28117,11.7,5.5,47.7,30.8,1.74,40.3,6.8,6.5,82.8,1.7
충청남도,서산시,29027,94017,7.9,6.1,71,15.9,0.2,75.8,2.4,17.6,53.5,98.4,9.3,0,12.2,23.4,91.7,64.7,51.9,7,85.1,0.1,16,75.1,16.4,31104,6.5,4.1,34.6,48.2,0.48,51.6,2.3,5.8,71.6,2.5
충청남도,논산시,24046,30175,12.5,5.8,11.1,7.5,3.7,86.2,2.1,34.7,79.5,81.6,7.6,1.1,10.9,26.4,78.9,60.8,43.6,7.1,70.9,-1.4,19.9,74.4,30,13746,27.3,5.7,18.6,43.7,0.61,38.4,1.8,4,65.7,5.1
충청남도,계룡시,21866,21840,4.6,3.8,4.6,6.1,0.5,100,100,5,90.2,100,27.1,2.7,15,24.6,96,57,67.3,4.5,78.1,3.2,19.4,8,23.5,115443,7.3,9.1,27.4,50.3,0.51,43.3,3.3,4.3,96,1.3
충청남도,당진시,27962,285311,7.4,6.1,50,10.5,9.5,88.2,61.7,16.3,40.2,96.4,9,8.5,10,23.4,77.8,70.7,46.6,6.9,79,-0.1,15.2,66.2,16.2,31283,7.8,7.2,36.2,10.4,0.78,34.1,4.5,4.8,62.4,2.6
충청남도,금산군,17741,11198,13.8,6.8,29.3,9.7,8.9,86.6,0.4,38.6,81.7,91.4,20.5,3,14,22.8,78,64.4,29.2,8.3,57.7,-1.9,21.3,0.7,53.1,53190,13.9,22.3,22.4,12.6,0.61,19.5,2.5,4.1,76,5.6
충청남도,부여군,13616,16900,17,5.4,27.9,10.1,7.5,60.8,4.1,44.2,90.2,90.4,9.4,6.5,11.1,21.2,61.9,61.7,11,7.2,48.9,-2.3,14.7,55.4,25.7,4875,17.6,11.6,18.9,21.4,0.47,21.9,-0.1,0.8,51.8,7.2
충청남도,서천군,10784,38644,18.4,5.3,37.4,7.8,8.9,76.8,37.1,42.7,60.3,95,4.4,13.4,14.7,25.5,76.5,58.8,21.9,6.4,56.3,-2.3,16.9,2,23.2,34614,23.7,9.1,16.8,22.5,0.56,15.8,0.1,1.2,53.1,8.2
충청남도,청양군,16148,16072,17.8,5.7,38.7,13.6,11.5,64.1,47,42.3,71.2,88.8,7.9,8.3,12.9,15.6,44.1,58.3,20.8,8.6,46.1,-2.5,19,52,21.4,8716,7.9,15.2,19.2,12.4,0.51,6.7,6.7,4.7,50.5,9.1
충청남도,홍성군,20216,39479,10.8,5.1,58.9,9.9,5.1,87.3,57,25.7,66.7,93.8,5.4,0,16.7,24.3,87.5,57.9,45.6,6.5,67.2,-1.1,13.8,75.5,18,36038,16.6,7.9,21.5,17.3,0.45,25.6,3.1,5.2,69.7,3.6
충청남도,예산군,20021,30277,14,6,40.9,8.2,3.6,90.1,54.8,31.4,69.7,85.6,4.8,0.3,14.1,21,66.9,64.2,38.3,8.1,52.3,-1.6,14,2.8,24.6,25282,5.9,14.9,19.2,39.8,0.59,34.4,2,4.6,54.8,6.3
충청남도,태안군,15810,76886,13,6.9,97.2,39.7,0.3,71.7,47.1,29,74.5,83.5,4.9,7.6,13.2,20.7,81.1,50.9,26.3,9.1,58.7,-1.4,13.9,49.7,26.6,13728,9.2,12.5,25.4,20.6,0.54,23.6,2.4,3.7,51.3,5.9
전라북도,전주시,72343,162588,6.5,2.8,8.3,5.9,6.1,100,99.6,16.6,76.6,100,18.1,64.1,7.3,41,99.7,55.8,81.2,3.4,93.4,1.7,19.2,100,9.1,22009,26.5,5.6,35.8,48.6,0.65,71.2,1.2,3.2,98.3,1.7
전라북도,군산시,34081,148073,8.4,3.1,21.9,10,12.2,95,89.7,21,39.5,93,15.2,19.7,13.9,34,98.5,64.7,54,5.6,88.3,0,17.1,93.1,15.1,30657,14.3,4.4,29.1,65.3,0.52,57.5,1.4,1.6,91.9,2.6
전라북도,익산시,42009,49212,8.8,3.4,13.4,11.2,8.7,97.2,82.1,21.9,59.8,90.5,13.3,6.9,10,33.3,99.2,61.9,54,6.2,85.2,0.1,18,87.6,22.6,23209,16.5,7,24.1,48.6,0.66,64.8,1.9,1,87.3,3.1
전라북도,정읍시,28042,25165,15.6,4.1,13.6,8.4,18.8,83,70.2,35.9,66.8,95.6,19.1,7.6,13.4,25.3,98.2,61.7,48.3,9,75.7,-2,19.5,71.6,20.8,34879,21.2,12.3,15.3,9.7,0.52,39.1,2,3.6,77.5,5.8
전라북도,남원시,27518,15795,15.9,4.7,15.2,7.3,7.3,76.3,61.8,31.5,69.8,87.3,5.4,1.7,11.9,21.5,88.1,58.5,29,8.5,70.7,-1.9,21.4,72.2,21.4,52729,20.9,9.6,13.2,30.1,0.43,36.1,1.5,1.5,80.1,5.7
전라북도,김제시,28444,30359,17.5,4.2,19.7,7.1,8.4,83.1,60.5,40.2,72.5,82.5,14.3,7.3,14.8,23.1,94.7,67.2,29.2,7.1,69.5,-2.4,18.1,67.9,33,30135,41.8,11.5,16,34.6,0.4,38.9,3.3,3.6,58.9,7.9
전라북도,완주군,23611,21917,9.3,5.4,18.6,10.2,15.1,92.3,34.8,21.3,90.3,80.6,11.3,1.6,12.8,25.1,76.5,75,25.8,9.8,69.2,-1.1,16.2,58.3,27.2,23926,24.5,16.7,29,27.7,1.18,28.8,6.6,6.6,66.3,4.8
전라북도,진안군,12982,9567,19.3,6,37.4,13.9,10.9,49.9,40.3,35.8,83.4,78.7,10.6,8.1,11.4,17.5,75.9,59.9,7.5,12.5,35.5,-3.5,8.1,44.2,34.5,62114,11.7,15.2,17.1,15.4,0.47,32.9,5.5,4.1,70.4,14
전라북도,무주군,24589,10138,18.6,5.1,55.2,14.8,17.1,71.6,34.4,37.8,80.6,94.5,10.9,0,15.5,15.7,79.1,54.4,17.1,15.9,44.4,-2.7,12.6,43.3,24.1,54535,5.5,32.3,20,22.4,0.39,25.1,1.9,3.4,74,9.7
전라북도,장수군,11611,13265,18.4,5.2,42.2,10.4,15.1,40.6,34.5,33.1,72.6,78.6,12.2,0,11.2,16.3,84.9,61.6,12,9.5,42.7,-3,10.1,40.7,29.6,53851,1.7,17.4,22.5,28.1,0.58,22.9,0.8,2.8,76.3,9.6
전라북도,임실군,30072,15364,19.9,6.2,28.8,12,9.1,51.8,41.6,46.5,82,75.6,14.3,13,16.3,16.5,84.4,62.6,14.6,14.7,39.9,-3.4,10.9,40.7,19.9,154735,14,16.6,16.1,20.1,0.4,8.6,1.6,3.2,63.2,12
전라북도,순창군,29209,14521,20.4,4.8,26.1,13,12.8,75.7,59.1,46,90.2,80.5,21.8,9.3,16.4,17.4,72.7,62.6,10.6,12.9,38.7,-3,11.9,63.8,20,15157,23.8,26.9,16.5,29.9,0.3,25,1.5,3.3,48.9,9.6
전라북도,고창군,14260,24653,20,5.1,31.4,9.7,16,57.7,40.3,48.3,80.8,82.4,9.4,1.4,13.2,17.7,99.5,55.8,22.3,6.8,46.3,-2.8,14.9,56,18.2,14775,15.5,11.6,17.8,31.6,0.4,21,3.7,3.5,65.5,8.1
전라북도,부안군,27221,30638,19,4.5,26.8,11.6,7.7,90.2,1.4,44.7,79.5,78.8,14.1,7.8,14.5,17.6,99.9,50.4,2.6,8.8,52.1,-2.7,16.2,65.6,14,222415,21.9,14.3,16.6,37.4,0.33,27,0.8,0.1,67.3,9.5
전라남도,목포시,46465,184511,8.3,1.9,4.3,5.9,6.8,99.8,99.5,19.8,26.4,100,10.8,30.9,10.6,45.5,99.8,52.4,77.6,2.5,96.4,0.5,18.8,99.8,14.3,27663,31.4,7.3,25.8,48.1,0.53,73.7,1,2.4,98,2.1
전라남도,여수시,40471,251402,9.1,5.2,11.7,10.6,11.1,91.1,80.5,24.2,62.2,86.8,4.5,15.1,12.3,30.2,91.5,58.1,59,8.9,87.4,-0.1,11.7,90.4,14.5,24251,15.5,4.5,39.3,15.5,0.59,51,2.4,3.5,84,2.8
전라남도,순천시,46565,16937,8,5.3,16.1,7.3,6.4,96.7,84,19.7,85.6,94.9,12.9,25.3,12.4,27.6,95.7,52.7,64.8,9.7,88.8,0.2,18.6,92.4,12.6,35393,21.4,6.1,29.6,38.3,0.57,53.5,4.7,3.8,91.5,2.2
전라남도,나주시,28460,30109,13.2,4.9,13,12.4,10.4,89.7,66.5,31.8,79.3,87.1,10.5,3.4,20,21.7,80.5,68.8,48.6,8.5,81.2,-2.1,13.9,68.2,21.1,90595,36.3,10,27.3,29.4,0.57,48.2,6.8,13.5,68.2,4.4
전라남도,광양시,39141,319206,6.5,4.8,23.3,7.6,19.7,37.9,82.6,16.6,47.1,94.6,18.2,14.5,15.8,26.2,86.8,66.2,69.4,8,85.2,1.2,16.3,92.9,14.1,68086,7.8,5.1,35.7,15.9,0.88,57.5,2.5,2,91.3,2.5
전라남도,담양군,46917,17229,16,5.3,29.8,8,2.7,94.9,75.6,41.1,91.8,88.7,4,4.1,14.1,19.1,78,62.9,20.3,9.2,37.4,-2.2,9.2,79.8,40.2,80006,33,21.2,20.1,17.9,0.51,29.4,3.6,4.4,73.3,7.4
전라남도,곡성군,14812,12458,21.4,5,15.8,8.3,16.6,67.5,2.9,47.8,82.1,86.4,17.9,6.8,15.1,17.7,78,67.2,14.8,11,48.7,-2.9,14.8,44.4,36.2,74367,13.3,19.9,22.2,17.9,0.43,30.2,1.8,2.3,77.5,6.7
전라남도,구례군,27117,8955,19.1,4.6,13.9,10.7,22,78.4,0,44.4,74.4,92.5,24.1,14,15.5,16.2,58.5,54.2,33.9,10.7,42.6,-2.5,12.7,76.6,25.5,30140,23.7,21.8,11,35.6,0.34,23.5,2.3,2.5,87.8,7.5
전라남도,고흥군,21926,12461,24.3,5.7,57.4,33.3,15.7,36.9,28.9,51.2,70.8,90.6,17.3,0.2,17.4,19.5,68.6,50.4,5.8,12.6,43.6,-3.1,14.2,55.7,23.7,45076,21.7,15,19.1,6.8,0.25,18.1,1.9,4.4,57.5,8.1
전라남도,보성군,14268,14324,23.3,5.9,45.2,11.6,6.9,70.7,27.1,51,84.5,84.7,13.9,0.4,15.5,17.6,56.1,54.3,13.2,11.2,32.4,-3.3,10.3,60.3,18,42119,33,20.6,17,33,0.29,21.5,2.9,4.5,57.3,11
전라남도,화순군,21311,10940,16.8,6.6,34.2,11.6,21.9,84.4,55.5,28.7,91.6,77.2,23.2,31.6,17.4,19.5,87.2,63.8,38.3,10.1,77.9,-1.9,26,72.5,24.5,39652,67.7,10.8,26.7,34.7,0.8,44.5,6.6,2.8,78,4.5
전라남도,장흥군,19656,11218,21.3,5.7,57.5,17.3,8.3,53.1,0,51.8,84.9,89.1,14.9,8.3,12.8,19.8,80.4,52.4,18.4,10.6,38.3,-3,13.5,48.7,14.8,41302,9,12.5,13.6,9.5,0.4,27,3.5,4.2,59.7,8.3
전라남도,강진군,36144,16179,21.5,4.9,50.1,14.8,3,91.5,1,54.3,73.4,96.2,16.6,20.7,17,16.4,60.9,55.6,14.7,11.5,45.6,-2.8,12.5,60.6,21.2,134055,15.6,27.1,15.7,1.7,0.45,32.7,4.1,2.6,60.3,9
전라남도,해남군,35951,14303,19.4,5.6,45.2,31.1,9.1,55.7,33,51.7,57.8,81,16.5,10.9,12.8,18.6,68.6,49.2,29.9,14.1,48.7,-2.6,8.4,46.6,24,25235,21.3,13.6,21.4,31.3,0.28,35.1,0.4,2.6,51.4,5.6
전라남도,영암군,27366,35052,14.1,5.3,22,9.5,10.7,93.6,38.4,34.4,42.1,92.3,10,7.5,19.3,21.2,83.5,80.5,12.5,10.4,67.4,-1.6,16.8,22.6,21,77305,19.2,19.8,20.2,22.8,0.44,34.4,4.9,1.9,61.5,6.4
전라남도,무안군,20498,28125,11.6,5,26.4,8.7,4.9,80.9,43.3,35,71.5,89.4,8,8.1,16.4,21.1,98.3,62.1,39.4,8.2,79.3,-1.2,15.3,70.9,20.7,15876,13,13.3,28.3,2.1,0.39,41.8,6.1,6.8,64.7,3.1
전라남도,함평군,33420,26410,21.5,4.9,25.6,8.2,8,74.1,50.3,56.2,75.7,84.5,5,10.8,15.3,18.3,85.1,60.9,17.1,10.8,27.6,-3.3,14,19.6,40.7,48591,25,14.6,13.1,0.2,0.42,27.5,1.6,3.8,63,8.9
전라남도,영광군,27064,19744,17.1,5,42.1,15.2,8.7,79,0,46.5,70.2,94.6,4.4,0,15.2,19.7,91.6,58,22.8,9.2,53,-2.5,8.8,58.2,23.4,33797,22.6,11,26,19.6,0.3,14,1.8,2.6,55.6,5.8
전라남도,장성군,22898,19016,16.5,4.6,22.7,6.3,13.1,63.4,7.9,41.8,90,90,8.1,8.7,16.5,18.2,87.9,69.6,15.3,8.4,32.9,-2.5,7.2,61.8,17.4,14851,15.7,17.4,23.1,14.6,0.6,21,3.9,2.1,60.3,5.9
