sido,sigungu,safety_center_serve,pollution_emission,aged_single_ratio,police_station_acb,high_trans_acb,high_ic_acb,sports_fac_popratio,perf_fac_popratio,aged_service_popratio,old_house_ratio,green_space_rate,road_pavement_rate,library_service_popratio,hospital_service_popratio,vacant_house_ratio,wg_ph_spentratio,water_supply_rate,cworks_pctg,living_park_popratio,firestation_acb,toddlers_care_popratio,population_growth_rate,childecare_per_infant_number,emergency_fac_popratio,socialwelfare_fac_per_hndrdth_number,park_per_thousand_area,beds_peer_thousand_number,cultural_infra_per_hndrdth_number,fin_indep_3year_mean,parking_popratio,kb_industry_3year_mean,elem_school_popratio,no_bsns_3year_growth_rate,no_emp_3year_growth_rate,sewer_coverage_rate,schoools_per_thousand_number
부산광역시,해운대구,58478,214574,7.4,1.4,15.5,4,15.3,100,100,10.5,69.4,92.7,12.3,27.2,6.9,58.6,100,59.8,68.3,1.6,89,2.7,13.2,100,4.1,5554,15.5,2.4,32.2,70.2,0.92,68.9,3.2,5.3,99.7,1.4
부산광역시,사하구,65558,507212,7.4,1.8,9.2,6.5,7.3,100,100,22.8,30.9,99.4,6.3,39,6.4,58.4,100,64,45.5,2,94.4,2.4,15.1,98.3,3.6,1733,22.3,1.8,21,43.9,0.54,63.9,0.7,0.4,99.8,1.8
부산광역시,금정구,80985,92709,7.7,2.5,14.3,2.9,3,100,100,21.5,82.2,100,6.4,34.3,8.1,50.1,100,54.9,72.6,2.8,96.3,1.6,13,100,10.2,6117,23.8,3.3,25.4,63.6,0.58,66.6,-0.2,2.6,99.9,2.2
부산광역시,강서구,24591,147794,4.6,3.7,14.7,5.2,17.6,99.7,87.9,9.6,55.8,98.1,0.9,9.5,6.7,34.4,100,81.6,73.8,4.4,93.1,0.8,10.5,23.3,9.2,105602,3.3,2.6,50.5,21,1.26,77.6,14.1,5.7,87.1,2.2
부산광역시,연제구,207840,402884,7.2,1.1,10,4.5,7.9,100,100,28.4,29.7,100,13.4,32.9,6.8,55.8,100,51.5,67.4,1.5,99.8,0.7,10.8,100,7.2,311,24.7,1.9,27.4,44.2,0.78,60.7,0.8,1.9,99.9,1.5
부산광역시,수영구,88123,371460,7.7,1.3,10.6,4.5,7.4,100,100,29.2,25.4,100,6.1,29.2,9.6,53.7,100,50.5,67.1,1.9,91.1,1.5,12.2,100,5,793,23.8,1.7,25.7,34.6,0.51,50.4,0.8,3.1,99.8,1.4
부산광역시,사상구,44672,218205,7.4,1.7,6.2,2.5,5.6,100,100,15.7,57.8,100,2.7,27.2,4.3,55.8,100,66.3,53.9,1.7,92,2.2,15.1,100,4.7,3011,28.5,1.8,24.9,59.6,0.62,58,0.4,1,99.8,2
부산광역시,기장군,54955,32867,7,4.3,27.8,5.1,5.7,99.2,95.9,7.2,86.4,93.4,18.9,11.8,9.7,37.6,100,66.3,81,4.6,80.3,2.3,15.4,99.4,15.1,102810,12.3,4.3,40.8,30,0.39,59.1,8.7,7.4,90.1,1.5
대구광역시,중구,19850,601996,9.8,0.9,4.4,5.2,4.3,100,100,36.9,7.9,100,22.1,70.4,8.8,36.8,100,50.4,60.1,0.9,87.8,-2.2,10.2,100,21.3,498,51.4,13.9,37.1,100,0.54,68.4,1,2.9,100,3
대구광역시,동구,58549,79148,8.6,3.5,10.2,6,9.8,99.9,97.5,18.9,82.6,100,15.2,18.8,6.5,58.3,99.7,58.8,49.1,4.1,91.5,0.7,12.6,97.9,18.8,5001,11.5,2.9,24.4,38.2,0.81,44.9,2.5,6,98.7,1.6
대구광역시,서구,46093,811250,9.4,1.5,8.1,2.2,2.2,100,100,40.2,25,100,11.3,45.2,3.5,54.8,100,58.7,59,1.4,95.5,-0.4,19.7,100,23.1,2807,19.8,2.6,23.3,96.9,0.46,61,-0.1,1.2,100,2.3
대구광역시,남구,37625,227244,10,1.1,7.4,4.8,0.4,100,100,38.9,47.5,100,3.1,36.9,4.7,53.6,100,53.4,52,1.3,90.9,-1.3,12,100,32.6,351,28.6,2.6,22.1,63.8,0.76,40.7,1.2,4.5,100,2.3
대구광역시,북구,43949,185090,5.8,2.1,9,3.3,11.3,100,100,11.8,69.6,100,19.3,27.3,5.3,58.9,100,58.1,71.9,2.3,96.7,1.4,13.6,100,13.6,3804,14.5,3,26.7,80.5,0.61,63.5,1.6,2.8,99.7,1.5
대구광역시,수성구,61823,171437,6.4,2.1,5.9,3.8,3.3,100,100,13.5,73.6,100,18.3,34.6,4.1,55.6,100,51.5,63.8,2.1,91.7,3.1,12.4,100,8.3,8757,8.4,3,32.9,50.7,0.73,61.6,0.7,3.3,99.4,1.2
대구광역시,달서구,81916,357473,5.9,1.5,12.8,2.4,18.2,100,100,9.4,44.4,100,21.4,41.9,3.3,63.2,100,61.1,88.4,1.6,92.7,5.2,13.8,100,8.6,4244,13.3,2.1,27.7,65.3,0.81,80.8,1.4,0.5,100,1.6
대구광역시,달성군,41757,31587,5.1,4.3,25.4,6.4,11.1,91.4,67.2,7.6,88.6,100,9.4,18.3,12.6,32,100,70.7,53.8,5.8,86.9,1.9,10.4,88.8,16.5,36098,9.9,2.5,44,23.4,0.67,62.6,5.9,6.9,85,1.9
인천광역시,중구,20417,260757,6.5,3.1,39.5,5.4,6.8,81.2,59,19.3,77.6,100,19.3,11.9,11.2,32.3,99.5,76.7,53.5,3.1,88.1,0.5,16.4,41.8,16.5,833,17.9,14.4,53,26.5,1.54,45.8,4.2,6.7,90.7,2.5
인천광역시,동구,22078,849788,9.9,1.2,27.1,4.1,22.5,100,100,31.8,11.9,100,15.7,0,6.4,33.9,100,66.8,93.2,1,99.7,-2.4,20.6,100,18.3,788,11.5,5.8,30.2,99.6,0.67,80.6,0.2,1.6,98.4,2.2
인천광역시,미추홀구,69424,530158,6.1,1.4,24.1,2,5,100,100,21.2,17.8,100,17.7,20,7.1,60.6,100,56.8,63.1,1.6,93.1,1.2,13.1,100,16.3,1340,13,3.6,23.6,83.7,0.86,51.5,1,2.3,100,1.3
인천광역시,연수구,86590,164954,3.7,1.8,23.7,2.5,9.4,100,100,1.6,19.1,100,16.8,10.6,3.7,47.1,100,66.2,88.5,1.8,96.8,7.6,13.7,100,12.2,1491,5.2,3.3,47.1,18.8,1.18,73.8,6.3,9.8,99.9,1.3
인천광역시,남동구,76737,368767,5,1.8,19,2.9,17.4,100,100,9.4,42.1,100,6.6,27.8,5.3,54.7,100,69.1,84.2,2,94.5,5.8,14.1,100,15.1,3463,12.8,1.9,36.6,6.3,1,63.7,3.8,3.9,99.2,1.2
인천광역시,부평구,87440,512946,5.6,1.2,18.7,2.2,15.8,100,100,12.8,32.9,100,22.5,27,5.4,61.1,100,59.7,62.9,1.5,98.9,3.1,16.6,100,15.5,1209,10.6,2.2,24.9,62.1,0.69,71.7,0.4,0.9,100,1.5
인천광역시,계양구,78170,271245,4.7,2.2,14.5,3.2,5.8,100,100,12.7,74.9,100,21.8,40.1,4.3,52.8,100,57.3,83,2.2,97.9,5.6,19.6,100,16.4,2558,13.4,2.2,28.1,16.7,0.72,77.7,1.9,3.9,99.2,1.6
인천광역시,서구,67325,381578,3.7,2.7,21.5,3.8,17.1,100,99.9,7.9,55.3,100,19.2,17.9,5.6,51.1,99.9,70.1,65.1,2.5,96.4,6.8,14.9,100,16.1,6658,10.4,2.3,44.9,53.8,1.07,63.2,3.1,4.4,98.7,1.2
인천광역시,강화군,22965,18985,13.3,4.2,47,30.9,5.4,80,49,31.8,84.2,77,6.8,2.2,13.8,21.9,70.7,53.8,4.3,8.2,26.4,-1.3,10.4,55.2,67.6,673,13.3,16,20,16.3,0.35,24.3,1.2,2,48.4,7.1
인천광역시,옹진군,10518,110039,10,4.1,53.7,34.7,15,2.9,0,25.8,0,84,0,0,12.9,14.5,29.1,49,0,4.4,19.7,-1,17.6,0,32.8,0,3.1,9.3,24.1,4.2,0.22,18.9,2.5,5.3,45,11.8
광주광역시,동구,31492,66179,8.4,2.5,16,5.4,24.1,100,99.8,35,78.8,100,21.1,41.4,7.5,53.4,100,53.6,65.7,2.8,94.5,-1.9,13.6,100,25.1,2017,64,16.8,21.2,79.7,0.78,49,-0.9,1.6,99.3,2.8
광주광역시,서구,60834,200945,5.7,2.2,8.2,4.4,14.8,100,99.9,14.5,58.3,100,13.3,24.5,6.3,61.3,100,58.4,86.1,2.3,94.7,2.9,18.3,100,7.4,16334,23.1,3.3,29.6,5,0.57,80.4,3.1,4.6,99.9,1.4
광주광역시,남구,72123,96334,7.2,2.6,12.3,8.4,23,100,99.2,23,74.9,100,21.9,25,6.9,56.6,100,55.6,64,3.9,94.4,1,15.2,99.7,12.7,7843,30.6,4.6,18.5,31,0.52,79.6,2.5,4.2,98.7,2.1
광주광역시,북구,73296,104192,6.5,2.7,15.9,3.4,16.9,99.8,99.7,13.9,75.4,100,11.2,25.4,7,65.6,99.8,58.6,79.4,3.6,95.1,2.6,15.5,99.8,9.3,18995,26.7,3.9,21.5,67.3,0.93,66.6,0.7,2.9,99.3,1.8
광주광역시,광산구,57792,73955,4.3,2.9,9,3.8,14,98.7,95.4,6.3,77.7,100,10.3,22.6,6.2,58.5,99.6,70,78.6,5.7,91.2,3.5,18,99,8.9,11088,23.9,2,26.9,0,0.76,66.5,4.9,3.6,96.9,1.4
대전광역시,동구,45814,52108,7.6,4.7,9.1,5.1,4.6,99.7,98.9,26.6,87.6,100,19.2,8.2,4.7,59.6,100,58.8,55.5,5.5,94.9,0.2,19.5,98.9,13.2,3748,14.3,5.2,18.3,72.9,0.49,53.5,0.4,3.4,99.2,1.8
대전광역시,중구,61105,106928,7.7,4.5,6.3,5.6,15.9,99.7,99.3,28.1,74.6,100,3.9,23.1,5.7,57.7,100,54.1,70,4.4,95.3,0.1,19.8,99.8,12.7,1674,23.5,2.4,21.7,95.8,0.62,78.5,1.1,3,99.5,2.1
대전광역시,서구,80777,130363,4.6,5.1,8.5,6.5,15.1,99.7,98.5,9.5,69.1,100,8.1,19.9,4.8,57.6,99.9,57.7,76.6,4.8,92.2,5,19.8,99.7,10.2,13287,16.3,2.3,28,27.1,0.78,67.3,3.1,3.8,99.3,1.4
대전광역시,유성구,58298,80077,3,3.6,10.7,3.7,15.3,100,99,2.5,87.4,100,11.8,7.9,7.5,49.1,99.8,70,82.2,3.5,89.3,4.7,18.4,99.8,5.8,12846,11.8,4.3,38.5,60.3,2.13,65.4,5.1,5.7,91.7,1.6
대전광역시,대덕구,36398,157759,6.5,3.5,10.8,3.5,18,99.9,94.7,17.5,70,100,13,19.8,5.3,51.3,100,69.6,66.3,3.3,90.2,3.4,21.9,100,13.5,9979,15,5.9,24.7,47.1,0.84,47.2,1.2,1.2,99.6,1.9
울산광역시,중구,57993,175994,5.9,1.8,19.9,4.7,15.8,100,99.8,17.8,62.5,100,8.6,30.3,5.9,48.9,100,52.7,87.9,2.6,92,2.6,12.7,100,5.4,12574,10.6,2.5,24.9,49.2,0.66,58.5,2.4,4.9,99.8,1.6
울산광역시,남구,47247,1829364,4.4,2.4,21.6,5.6,20.1,100,100,12.4,38.4,100,11.9,38.5,7.5,48.7,100,59.3,85.6,2.3,96.6,3.2,15.8,100,5.6,34135,17.7,3,42.4,40.4,0.77,70.9,1.6,2.2,100,1.6
울산광역시,동구,54881,562909,3.8,1.8,32.7,11.5,40.3,99.6,100,11,61.4,100,0,6.7,6.1,48.5,99.5,80.3,81.3,3.2,96,3.1,13.9,100,2.9,26094,12.9,1.8,29.2,86.4,0.37,57.6,-0.4,-3.5,100,1.7
울산광역시,북구,51609,92234,3.2,3.3,29.9,8.2,13.3,93.3,91.5,6.1,79.2,91.9,24.7,6,5.6,43.3,99.2,78.6,58.6,3.9,86,4.1,14.1,92.8,7.7,17553,8,5,34.9,43.6,0.44,50.3,3.8,3.6,98.8,1.5
울산광역시,울주군,36974,113840,6.3,5.4,17.9,7.9,10.6,91.8,86.8,9.3,70.9,100,15.6,14.1,10.2,21.3,91.6,75.8,67.2,7.7,79.1,1.8,13.2,92.6,16,83113,14.8,5.4,48.9,20.2,0.79,61.7,5.5,5.5,96.1,2.1
세종특별자치시,세종시,39266,57299,3.8,5,16,9,20.3,98,42.4,7.5,69,100,13.7,1.9,13.7,23.2,90,73.1,64.9,5.6,91.4,1.7,13.4,20,8.6,62346,4.8,5,67.8,19.3,1.06,59.9,14.4,12.3,88.4,1.8
경기도,수원시,120117,274551,4.1,1.6,5.8,3,13.7,100,100,8.9,54.6,100,18.9,76.5,3.7,36.7,100,62.2,85.4,2.1,95.7,4.3,18.2,100,8.8,12035,9.7,3.1,57.2,30.8,1.26,71.1,2.4,2.5,99,1.4
경기도,성남시,95435,200264,5.1,1.8,10.7,2.5,17.5,100,99.9,6.3,74.2,100,10.4,84.6,3.6,40.6,99.9,68.3,62.8,2.6,94.7,3.2,15.5,100,8.7,18112,10.1,2.3,62.3,74.8,1.77,65.2,3.4,4.3,99.6,1.5
경기도,의정부시,111757,153002,6.1,2.4,18.5,4.8,22.9,100,100,7.3,76.9,100,10.2,36.4,5.7,44.3,99.3,50.7,79,2.8,96.4,3.5,22.4,100,23,7739,12,1.4,40.5,48.1,0.6,68.8,2.1,2.2,98.8,1.4
경기도,안양시,115366,253698,4.7,1.6,7.2,2.4,9.3,100,100,13.9,64.8,100,19.5,78.8,4,37.4,100,60.8,75.5,1.9,99.4,3.7,18.4,100,8.7,5471,8.1,2.7,51.4,73.4,1.33,62.9,0,2.3,100,1.4
경기도,부천시,93752,471374,5,1.3,12.6,2.3,16.1,100,100,14,41.6,100,18.4,31,3.9,44.7,100,59.4,82,1.8,97.7,5.2,16,100,17.6,4410,14.5,3.1,45.6,73.1,1.03,72.1,1.1,1.8,99.9,1.4
경기도,광명시,81710,249753,5.4,2.6,5.6,2.4,39.6,100,100,13.9,71.5,100,19.9,13.9,2,39.8,100,56.2,88.5,2.9,98.6,3.3,20.1,100,5.9,9953,6.3,3,44.7,63.4,0.68,75.6,1.1,2.9,98.7,1.2
경기도,평택시,49564,116831,5.2,3.5,13.5,5.9,11.1,78.6,97.6,10.7,48.8,100,9.5,16.2,13.1,27.2,99.3,68.4,72.8,4.1,86.2,1.8,15.4,78.5,10.2,18231,8.3,2.7,49,48.9,1.47,65.2,3.8,3.2,83.6,1.6
경기도,동두천시,48113,91582,9.1,2.9,39,23.1,10.5,99.9,99.8,15.9,76.5,100,11.5,8,7.9,28.7,99.4,57.2,70,4.2,93.1,1.2,27.2,86.5,38.7,9599,27.6,6.2,25,68.7,0.5,62.9,1.1,2,99,2.2
경기도,안산시,73371,321546,3.9,2.6,21,7.5,27.2,100,96.5,6.6,71.5,100,22,74.3,5.6,26.4,99.9,67.5,89.7,3.4,94.4,7.6,19.3,98.8,21.5,10701,14.7,4,59.9,74.1,1.42,64.4,2.2,1.6,98.9,1.4
경기도,고양시,94926,152705,4.9,2.7,11.1,3.9,25.7,100,100,4.3,77.9,100,16.8,76.3,2.9,41.1,99.7,58.7,72.3,3.1,92.2,5,17.5,97,18.2,6582,12.4,3.4,51,31.4,0.78,65.7,4.7,5.7,92.1,1.3
경기도,과천시,29071,51672,5.5,2.3,11.8,1.7,31.3,100,100,44.8,88.5,100,19.8,0,0.2,19.1,98.5,68.5,27.1,2.1,76.7,4,19.9,100,4.7,128635,0,20.9,54.2,77.3,1.99,45.6,0.5,2.8,98.5,1.4
경기도,구리시,101777,165015,4.9,1.9,6.5,1.6,28.5,100,100,7.6,76.5,100,17.6,36.9,2.1,34,99.9,50.5,82.1,2.4,96.7,3.5,16.7,100,10.8,5342,13.6,3,48,55.6,0.71,68.1,2.8,4.2,100,1.4
경기도,남양주시,85229,54701,4.8,3.5,19.5,4.8,12.4,99.3,89.1,5.7,83.2,99.3,14.8,12.8,3.1,40.5,96.7,58.5,67,5.5,89.5,4.5,18.1,68.3,20.2,8074,9.7,4.1,40.4,51,0.62,57.6,6.1,7,97.3,1.2
경기도,오산시,110035,235423,3.2,2.5,8.6,2.7,14,100,100,6.1,66.4,100,21.9,18.6,5.2,31.2,100,54.9,77.2,3.1,84.1,4.9,17.8,99.9,7.7,7150,11.5,5.6,44,46.4,1.08,51.1,2.8,4.4,98.9,1.3
경기도,시흥시,112172,244925,3.3,3,13.6,2.9,40.6,99.1,99.9,4.2,73.7,100,24.2,6.1,4.9,36.2,99.9,67.8,72,3.6,93.4,6,17.5,100,21.6,11069,9.3,3.3,52.9,66.2,1.03,66.6,2.7,3.1,90.8,1.5
경기도,군포시,138458,191564,4.9,2.1,12,2.3,17.7,100,100,4.1,70,100,23.8,17.9,2.7,37.3,100,64.7,96.3,3.3,96.2,6.5,20.2,100,16.2,9066,8.9,2.8,46.8,84.9,1.55,76.1,2.8,2.3,99.7,1.4
경기도,의왕시,51311,127102,4.6,2.3,11.8,2.1,35.4,100,100,9.6,85.6,100,29.3,10.9,2.3,34.6,99.9,64.3,73.4,2.8,97.5,5.3,19.1,100,13.4,12947,12.8,5.1,50.6,88.6,1.72,81.1,4.4,5,99.3,1.5
경기도,하남시,84805,129888,4.4,2.9,13.3,2.8,17.3,100,100,5.2,83.9,100,12.2,12.9,2.9,33.2,98.1,64.2,77.1,3.7,96.2,3.5,13.6,99,14.7,11286,3.7,2.6,51.8,34.6,0.73,76.7,6.3,6.2,94.8,1.4
경기도,용인시,94102,76021,3.9,3.6,15.8,4.4,14.2,99.6,86.6,2.6,88.2,100,12.5,89.4,4.3,30.8,98.8,67.1,68.5,4.1,90.2,5.6,16.6,95.7,12.7,12039,8.1,4.2,60.9,38.1,1.65,51.4,4.4,5,92.9,1.3
경기도,파주시,50205,44490,5,4.1,30.2,10.5,10.5,97.8,69.1,10.2,60.5,98.2,16.7,12,3.8,36.4,98.6,71.7,54.3,4.8,89.3,2.3,17.7,78.8,23.7,17289,9.7,8.2,44.7,22.3,1.68,50.1,5.3,5.6,92,1.7
경기도,이천시,71402,60598,5.4,3.9,38.9,6.1,13.8,93.4,66,14.9,87.2,100,10.1,9.3,8.4,25.1,94.7,67.4,44.2,7.3,77.1,1.5,14.9,78.6,16.6,23031,9.1,5.6,55.4,25.6,1.92,49.2,2.8,3.9,91,2.2
경기도,안성시,45895,53286,6.6,5.2,26.9,7.7,2.7,94.5,72.3,14.6,89.5,98,9.3,5.4,6.7,26.7,92,70.6,33.5,7,72.4,1,22.4,84.3,36.1,10466,12,6,36.4,32.8,1.29,38.5,1.2,2.3,77.5,2.6
경기도,김포시,60453,81104,4.2,3.4,25.9,10.9,6.9,98.7,97.6,4.5,74.9,100,5.6,17.1,3.6,34.6,94.1,69.4,70.5,4,93.1,4,15,96,14.3,8425,7.5,2.8,52.1,26,0.8,54.9,7.5,7.7,84.4,1.3
경기도,화성시,94840,93116,3.1,4.3,21.4,5.7,7.4,96.6,84.4,4.8,75.9,100,12.4,10.9,6.9,30.5,98.6,76.8,62.4,6.7,91.2,3.4,14.4,77.4,14.8,22593,6.9,3.5,63.2,18.9,1.8,61.3,7.5,7.5,83.2,1.3
경기도,광주시,72756,49791,3.7,4.6,23.1,5.6,6.9,99.5,80.4,3.5,92.9,100,5,2.6,8.3,30.6,89.1,65.4,24.2,6.9,78.8,4.4,15.8,88.7,15,7742,5.5,4.3,54.6,26.6,0.9,26.7,5.8,7.1,94.3,1.1
경기도,양주시,36159,61021,5.7,3.5,29.4,13.5,16.2,99.9,63,6.6,78.8,98.6,17.7,8.2,6.7,30.4,97.5,60.5,45.4,4,85.7,2.9,22.8,86.4,31.1,16482,12.9,6.1,37.3,37.1,0.64,55.8,3.3,4.4,91.1,1.8
경기도,포천시,21525,26931,7.4,4.5,48.1,34.1,12.3,80,40.8,16.5,69.6,86.9,9.7,12.3,5.8,21.8,79.2,63.8,19.7,6.6,72.4,0.9,19.9,64.6,56.9,9573,11.7,9.2,32.4,19.3,0.48,33.7,3.6,4.5,65.6,3.5
경기도,여주시,37175,37038,8.4,5.3,27.1,6.2,7.3,92.2,52.8,20.6,85.5,93.1,4.1,2.9,10.1,22.2,86.3,63,16.4,9.3,59.5,0.1,16.4,63.9,36.8,17001,17.3,20.5,36.7,10.3,0.61,13,2.9,3,81.2,3.9
경기도,연천군,14878,11940,12,4.9,58.3,38.6,18,80.5,45.4,26.7,80.2,78.1,14.7,0,2.8,18.4,94,55,28.9,8.3,75.5,-1.1,17.9,70.5,41.4,34272,7.1,11,24.9,20.3,0.45,15.7,0,2.1,86.7,5.4
경기도,가평군,31459,9874,11.3,6.9,47.6,22.4,8.3,75,30.7,16.9,92.2,98.7,11.1,4.8,13.2,24.9,78.8,42.7,12.3,13.4,58.5,-0.4,17.2,10.4,41.6,43908,12.8,15.9,30.6,24.7,0.43,25.8,2.3,2.7,78.2,4.4
경기도,양평군,38698,13427,10.7,5.7,18,11.3,7.2,89.6,40.1,17.9,92.8,92.6,4,0.8,9.8,26.8,71,51.9,8.5,11.7,44.9,-0.1,13,52.3,46.7,30667,10.4,16.5,22.8,8.5,0.46,15.4,6.2,4.8,78,3.7
강원도,춘천시,46773,13456,7.2,8.1,66.7,11.3,6.3,96.6,91.9,14.6,92.3,96.8,5.7,8.6,6,33.3,96,57,66.8,10.5,87.9,0.8,18.7,94.3,31.4,16108,15,8.6,29.1,42.3,0.84,45.9,1.7,2.7,93.4,2.3
강원도,원주시,43009,28691,6.4,7.6,16.1,7.3,11.4,97.1,79.2,13.4,60.5,94.4,6.5,19.9,8.4,32.1,92.9,57.8,31.8,6.8,89.8,1.3,20,89.2,22.5,26483,14.2,5.6,33.6,45.7,0.64,44.9,2.4,5.3,90.2,2.1
강원도,강릉시,35493,28360,9.2,8.3,16.8,8.5,3.2,97.2,91.2,28.4,63.5,93.7,7.8,6,9.5,27.6,94.8,53.1,44.4,8.5,81.3,0.5,17.3,93,40.7,24846,13.4,15.4,26.9,49.6,0.49,39.6,0.4,1,91.5,2.6
강원도,동해시,22818,168105,9.5,4.5,41.4,4.7,6.5,99.3,98.1,25.3,66.1,100,7.7,5.9,12.6,32.4,99,55.3,40.3,4.7,77.2,-0.1,17.3,97.3,11.8,43624,16.6,6.5,25,19.5,0.52,45.5,-1,0.7,98.1,2.5
강원도,태백시,11215,10738,11.6,5.6,91.3,44.5,19,98.6,83.5,42.1,83.4,96.3,22,7.7,16.5,22.7,98,53.8,19.8,6.5,80.4,-2.3,15.2,70.5,8.5,60687,12.3,17.4,36.6,42.2,0.53,18.5,1.1,2.3,81.2,5.1
강원도,속초시,27227,35705,9.2,4,60.9,5.5,29.1,99.9,99.2,18.5,65,100,20.3,0,12.2,32,99.7,48.8,67.2,3.5,91.2,0.3,17.3,97.9,22,7679,9,10.9,32.2,46.6,0.41,44,2.8,4.1,99.5,2.1
강원도,삼척시,17082,22422,12.7,8.4,72.8,22.7,22.9,73.3,51.9,32.3,71,84.7,7.8,2,15.5,19.4,89.5,53.3,48.6,11.6,74.4,-1.7,17.7,62.8,10.1,24600,6.6,14.6,25.1,13.7,0.37,54.4,2.9,1,88.8,6.6
강원도,홍천군,23316,7459,11.9,8.6,58.8,17.2,9.8,61.7,46.5,24.4,82.5,93,15.6,4.8,13,20.1,71.5,54.1,41.8,14.9,74.2,-1.5,17,58,51.4,20858,12,8.5,21.3,25.6,0.6,37.7,3,3.9,73.8,6.8
강원도,횡성군,15575,12827,13,7.5,34.7,10.6,16.5,58.8,0,23.8,58.4,82.8,10.3,10.3,13.6,18.3,74.6,61.6,28.5,11.4,63.7,-1.9,18.8,52,52.2,12329,6.2,13,19.1,41.7,0.5,44.9,4.5,3.7,55,8.3
강원도,영월군,13243,20896,14.9,8.5,69.7,19.3,30.3,89.5,0,38.3,80.6,77.6,7.3,5,13,23.5,76.1,57.2,0,10.9,62.4,-2.7,15.5,58,27.5,42433,9.8,69.9,25.3,59,0.53,30.4,0.9,0.8,72.7,9.3
강원도,평창군,8522,6825,12.9,9,58.3,14,10.8,44.3,0,22,68.3,85.4,13.6,0,22.8,15.2,80.2,56,19.7,9.3,36.5,-2.1,15,19.9,25.4,125630,4.6,16.2,17.4,40.4,0.49,29.4,0,-0.5,68.1,8.9
강원도,정선군,7540,6808,13.2,8.1,70.3,39.3,12.7,72.6,0,39.1,84.1,80.9,4.6,7.7,14.9,20.5,80.3,57.7,10.4,11.5,38.7,-3.3,12.8,28.7,25.8,71608,6.8,26.2,35.3,43.5,1.29,24.5,2.7,0.3,85.8,10.3
강원도,철원군,11603,8547,10,6.7,80.2,64.3,25.8,47.7,0,30,72.4,70.6,15.3,4.9,3.1,16,90.4,50.4,25.5,6.3,63.9,-0.9,13.3,26.9,16.7,20132,7.8,12.7,18.2,46.9,0.45,45.5,1.4,1.5,79.5,5.5
강원도,화천군,12542,4945,10.5,6.3,95.7,35.9,5,59.9,0,29.9,80.5,81.3,17.2,0,7,18.7,62.9,44.3,22.4,10.8,52,-1.5,14.7,48.6,34.3,94670,2,26.9,15.8,21.6,0.29,15,4.2,3.3,68.4,9.5
강원도,양구군,23408,6143,9.5,5.9,112.9,44.3,32.7,91.4,0,27,55.9,80.5,20.3,34.1,3.2,17.4,80.8,51.7,27.5,12.2,50.4,-1.4,13.6,75.9,25,44216,8.3,37.8,17.8,41.2,0.46,59.3,2.9,3.7,84.1,7.6
강원도,인제군,10712,3746,9.9,10.2,92.4,39,13.2,50,0,25.1,71.8,97.1,14.7,8.6,8.7,15.2,81.5,45.4,37.2,12.7,57.4,-1.5,14.2,0,12.2,120677,4.2,33.8,15.6,35.7,0.59,22.3,4.6,4.7,80.3,7.9
강원도,고성군,9381,5576,13.7,6.6,83.1,24.3,14.2,87.6,67.1,37.6,67,74.1,9.7,0,12.6,15.1,83.3,53,30,7.2,43.7,-1.6,14.5,23.2,23.3,29872,0.3,46.6,17.7,34.3,0.26,18,2.7,2,85.7,11
강원도,양양군,13674,9539,13.7,7.3,46.9,7.8,32.1,83.6,68.4,27.5,72.4,77.9,12.3,0,19.8,16.5,87.8,46.7,20.3,9.7,35.9,-1.4,12.3,4.8,25.7,14081,0.2,18.4,18.1,31.4,0.36,28.9,1.7,-0.6,63.7,9.8
충청북도,충주시,35084,26903,8.5,7.1,48.4,9.2,8.5,92.5,68.6,21.9,75.1,90.2,8.1,3.6,11.8,26.5,91.7,58.8,61.2,8.9,83.5,-0.2,15.3,78.2,25.9,38433,13.5,7.7,29,18.7,0.62,64.4,2.5,6.1,87.9,2.9
충청북도,제천시,45129,28020,10.1,8.4,52.8,13.2,16.4,92.9,79.7,22.6,80.2,97.2,25,10,10.9,24.6,91.1,47.6,72.9,12.9,81.7,-0.5,13,89.2,27.8,8187,17.6,10.3,24.2,17.7,0.57,63.5,2.6,2.4,94.9,3.1
충청북도,청주시,69812,59126,5.7,4.5,20,8.4,5.7,99.3,88.3,15,80.8,95,12.3,81.8,7.4,33.2,96.9,65.5,77.3,6.1,89.1,1.9,16.1,96.8,15.5,15252,11.9,4.8,40.8,33.1,1.24,62,2.1,3.4,85.4,1.7
충청북도,보은군,11227,17382,18.2,6.1,45.5,9.2,10.8,66.8,51.5,47.1,62.3,86.9,3.7,13.7,14,16.1,51,63.3,0.6,9.7,43.5,-2.7,9.2,60.6,17.5,68832,21.1,14.7,16.2,28.6,0.64,21.1,3.8,3.2,71.2,9.4
충청북도,옥천군,25733,17540,14.4,5.7,30.6,10,23.3,82.4,62.1,38.8,87.1,77.5,12.4,0,13.2,21.8,85.1,66.4,18.8,9.9,56.7,-1.8,16.1,71.2,38.3,20070,21.5,11.6,21,25.6,0.56,17.2,1.4,1.7,87.3,4.3
충청북도,영동군,24858,13948,15.5,7.5,42.2,13,12.7,73.3,52.9,37.2,79.2,87.2,6.2,2.2,12.7,18.7,79,60.8,3.5,11.9,43.7,-2,10.4,52.9,53.4,55965,14,17.9,17.2,35,0.38,31.7,1.7,3,67.8,7.2
